train_density,station_load,time_of_day,route_type,congestion_level
18.15,5357.3,afternoon,intercity,Low
27.55,4899.0,evening,urban,High
31.07,4109.8,morning,suburban,Medium
46.01,8662.2,evening,urban,High
18.64,5514.5,afternoon,suburban,Medium
17.29,9046.4,evening,urban,High
44.11,5328.8,evening,intercity,High
15.91,3278.0,afternoon,intercity,Low
20.57,9768.7,morning,suburban,High
46.17,9958.1,afternoon,suburban,High
36.24,239.8,evening,suburban,Medium
17.28,1060.0,morning,intercity,Low
28.4,2084.0,evening,urban,Medium
19.88,3369.6,night,urban,Low
13.8,515.1,evening,suburban,Low
49.22,6934.0,afternoon,intercity,High
15.27,1270.1,afternoon,suburban,Low
38.03,6685.3,evening,intercity,High
17.84,9245.0,evening,intercity,High
13.12,8154.1,afternoon,intercity,Medium
23.87,9031.0,afternoon,intercity,Medium
23.15,8023.8,morning,intercity,Medium
16.52,2758.4,evening,intercity,Low
8.9,6696.7,evening,urban,Medium
45.87,9532.2,morning,suburban,High
34.34,3178.0,night,urban,Low
3.55,5611.0,night,urban,Low
32.61,5866.4,morning,urban,High
4.26,428.9,afternoon,intercity,Low
14.0,6656.0,night,urban,Low
1.24,8080.6,morning,urban,Medium
42.91,3033.7,evening,intercity,Medium
2.18,9751.7,evening,urban,High
22.99,8645.5,evening,urban,High
46.68,9780.7,morning,intercity,High
41.3,3299.8,morning,urban,High
34.55,8376.9,morning,suburban,High
21.3,5401.0,evening,suburban,Medium
4.11,8102.5,afternoon,suburban,Medium
21.84,3826.1,evening,urban,Medium
14.65,7281.1,morning,urban,High
12.31,7511.1,evening,suburban,Medium
4.43,4489.1,evening,suburban,Low
23.15,3111.3,morning,suburban,Medium
44.75,5693.1,morning,urban,High
2.66,6145.1,morning,intercity,Low
21.76,1265.5,morning,suburban,Low
2.6,7603.5,night,urban,Low
29.82,5627.8,night,urban,Medium
23.63,9311.0,morning,urban,High
47.48,8165.2,morning,urban,High
36.45,3360.5,afternoon,suburban,Medium
32.88,9065.4,morning,intercity,High
17.72,2170.8,afternoon,suburban,Low
6.18,9411.9,morning,suburban,Medium
37.91,248.9,afternoon,intercity,Low
41.05,7880.6,night,intercity,Medium
19.54,1466.6,morning,suburban,Low
12.22,8111.2,evening,urban,High
40.66,9053.4,evening,intercity,High
24.13,2466.8,morning,urban,Medium
35.77,956.1,night,suburban,Low
26.59,170.3,evening,urban,Medium
21.72,4045.1,afternoon,urban,Medium
16.47,8370.8,evening,urban,High
15.38,3641.0,evening,intercity,Low
18.38,2003.6,night,urban,Low
15.78,1428.1,afternoon,intercity,Low
43.65,8675.5,afternoon,suburban,High
11.5,9742.4,afternoon,urban,High
47.63,8872.9,night,urban,High
24.13,4586.6,afternoon,urban,Medium
15.55,826.0,morning,urban,Low
10.13,5792.8,evening,urban,Medium
13.19,7207.7,morning,intercity,Medium
41.63,9419.5,morning,suburban,High
46.55,4572.3,evening,intercity,High
31.1,686.4,afternoon,intercity,Low
28.82,2802.6,morning,suburban,Medium
47.54,8496.5,night,urban,High
8.49,7274.3,night,intercity,Low
6.25,173.2,night,intercity,Low
9.46,6220.2,evening,urban,Medium
39.91,8810.1,afternoon,suburban,High
29.92,6502.8,morning,intercity,Medium
32.5,9967.2,afternoon,urban,High
11.42,9849.1,afternoon,urban,High
32.93,7456.4,morning,suburban,High
26.46,7196.9,morning,suburban,High
28.63,5738.8,evening,urban,High
39.63,6422.6,afternoon,suburban,High
34.47,8810.7,night,urban,Medium
35.48,8452.8,morning,intercity,High
8.12,536.9,evening,intercity,Low
24.33,8092.9,morning,intercity,High
27.37,3392.1,afternoon,intercity,Low
10.87,5681.0,evening,urban,Medium
18.6,8127.6,night,intercity,Low
7.49,1034.8,morning,urban,Low
29.55,7810.3,morning,urban,High
5.45,4485.1,morning,urban,Medium
13.62,9534.7,morning,suburban,High
26.43,9669.3,afternoon,urban,High
15.13,1990.1,afternoon,urban,Low
36.3,7357.1,afternoon,suburban,High
46.95,5838.5,afternoon,suburban,High
23.13,1726.4,evening,urban,Medium
29.5,6798.4,afternoon,suburban,Medium
2.49,7982.2,night,urban,Low
42.92,7170.9,afternoon,urban,High
35.47,8012.8,night,urban,Medium
43.85,4571.2,evening,intercity,High
2.79,7074.1,evening,suburban,Medium
27.04,8415.9,morning,urban,High
11.7,5237.6,afternoon,intercity,Low
11.88,9546.8,evening,urban,High
28.44,8691.0,afternoon,urban,High
4.05,8898.9,morning,suburban,Medium
1.05,8688.4,night,urban,Low
49.75,8821.2,afternoon,urban,High
16.95,7508.0,night,suburban,Low
1.24,401.0,morning,suburban,Low
29.5,4160.5,afternoon,intercity,Low
6.73,304.5,afternoon,urban,Low
36.95,1159.7,night,urban,Low
8.25,6883.6,morning,urban,High
33.98,3088.6,evening,urban,High
10.8,3377.6,afternoon,suburban,Low
3.43,3201.9,afternoon,intercity,Low
49.96,5667.9,afternoon,intercity,Medium
21.64,6037.1,morning,intercity,Medium
27.13,3591.7,night,suburban,Low
46.11,6352.2,morning,suburban,High
14.79,514.2,evening,intercity,Low
5.68,5149.2,afternoon,urban,Low
12.82,2856.8,morning,suburban,Low
11.93,1056.6,evening,urban,Low
40.24,9518.1,morning,urban,High
37.56,2960.0,morning,suburban,Medium
3.51,8621.2,afternoon,urban,Medium
3.52,5728.9,evening,intercity,Low
39.52,4924.5,afternoon,urban,High
18.09,4411.7,night,urban,Low
5.05,5125.9,evening,suburban,Low
11.36,9482.5,afternoon,intercity,Medium
15.78,6885.0,afternoon,intercity,Low
22.74,8965.9,evening,urban,High
49.28,6025.0,morning,intercity,High
2.68,2110.5,night,urban,Low
10.78,1774.5,evening,intercity,Low
23.86,3510.6,morning,suburban,Medium
24.77,7020.0,morning,suburban,High
45.46,3634.5,afternoon,intercity,Medium
46.34,4082.6,night,urban,Medium
10.22,5807.5,morning,intercity,Low
19.22,9102.7,morning,intercity,High
29.96,9121.6,evening,urban,High
26.08,9177.0,evening,suburban,High
24.18,5140.2,afternoon,urban,Medium
34.58,964.0,morning,intercity,Low
44.55,3475.8,night,suburban,Low
21.59,8472.3,afternoon,suburban,Medium
11.19,4426.8,afternoon,suburban,Low
29.96,1982.5,afternoon,intercity,Low
27.15,8500.4,night,intercity,Low
38.51,9569.6,evening,suburban,High
37.16,4583.8,night,suburban,Low
40.44,4305.6,evening,intercity,Medium
29.95,9054.9,morning,suburban,High
15.02,7848.5,evening,urban,High
16.67,3454.1,evening,urban,Medium
39.24,4107.4,evening,intercity,Medium
27.21,8500.5,evening,intercity,High
42.81,9111.4,evening,urban,High
26.79,440.4,night,suburban,Low
1.75,5929.5,morning,intercity,Low
17.89,7198.6,afternoon,suburban,Medium
38.13,7049.3,evening,intercity,High
12.84,4106.5,morning,suburban,Low
22.67,7875.0,morning,intercity,Medium
30.74,5507.1,morning,intercity,Medium
49.77,226.3,evening,intercity,Medium
36.9,6644.9,morning,intercity,High
34.7,9506.0,night,urban,High
2.15,6562.5,afternoon,urban,Medium
29.14,5875.3,afternoon,suburban,Medium
7.81,2352.7,afternoon,suburban,Low
46.62,8048.4,afternoon,urban,High
18.21,2371.9,evening,intercity,Low
4.68,2294.5,morning,suburban,Low
22.8,5682.9,morning,urban,High
36.48,9895.1,evening,suburban,High
32.82,6173.3,night,suburban,Medium
31.96,2083.1,night,urban,Low
43.01,6894.9,evening,intercity,High
39.08,197.0,evening,urban,Medium
41.96,722.4,evening,urban,High
20.79,1516.6,evening,suburban,Low
35.48,638.4,afternoon,urban,Medium
2.34,4902.0,afternoon,suburban,Low
36.07,5204.9,morning,suburban,High
35.14,7934.5,afternoon,intercity,Medium
39.87,5661.9,evening,suburban,High
34.65,3536.0,afternoon,suburban,Medium
31.92,2351.7,evening,intercity,Medium
16.09,6721.5,night,suburban,Low
37.57,1505.5,evening,intercity,Medium
8.64,8493.0,evening,intercity,Medium
24.36,9457.5,evening,urban,High
6.66,3294.9,evening,suburban,Low
24.0,1088.5,night,suburban,Low
1.72,7313.1,night,intercity,Low
35.83,5678.9,evening,intercity,High
38.86,925.1,evening,intercity,Medium
38.98,6607.0,afternoon,suburban,High
11.94,7294.3,evening,urban,High
5.66,3389.4,evening,suburban,Low
45.12,7652.4,morning,intercity,High
7.69,7339.6,morning,suburban,Medium
8.45,2587.6,morning,intercity,Low
5.09,1194.3,evening,suburban,Low
43.94,3880.5,night,urban,Medium
20.05,9471.3,evening,suburban,High
18.35,6118.5,evening,suburban,Medium
10.49,2692.3,afternoon,urban,Low
35.38,2377.3,night,urban,Low
48.17,1727.0,afternoon,suburban,Medium
7.64,9396.1,morning,urban,High
44.83,308.5,morning,intercity,Medium
8.47,8763.9,evening,urban,High
25.55,5932.8,evening,intercity,Medium
41.2,5224.8,morning,intercity,High
43.25,3130.5,morning,urban,High
17.68,6331.4,morning,intercity,Medium
25.11,8564.4,morning,intercity,High
8.95,3196.0,evening,urban,Low
5.51,7287.3,afternoon,intercity,Low
12.67,4336.6,night,suburban,Low
38.67,5941.4,night,suburban,Medium
43.2,6725.9,night,urban,Medium
46.26,7378.7,night,urban,High
3.71,4662.3,morning,suburban,Low
43.96,7467.6,morning,suburban,High
27.92,4970.1,morning,intercity,Medium
33.29,8455.6,morning,suburban,High
20.04,5692.9,afternoon,urban,Medium
22.18,1655.1,morning,urban,Medium
38.65,9566.1,evening,urban,High
24.6,7064.6,afternoon,urban,High
39.63,1671.0,morning,urban,High
39.36,1929.8,afternoon,intercity,Low
43.0,406.9,night,suburban,Low
23.03,6809.0,afternoon,urban,High
35.48,1436.0,morning,urban,High
17.42,5444.6,morning,intercity,Medium
27.22,5484.1,morning,urban,High
1.21,7360.6,evening,suburban,Medium
1.93,5269.8,morning,intercity,Low
1.35,883.5,evening,suburban,Low
13.47,4303.4,morning,intercity,Low
10.14,1902.7,evening,suburban,Low
10.77,8454.4,afternoon,suburban,Medium
41.43,5190.3,evening,urban,High
2.53,7824.9,afternoon,urban,Medium
34.05,2899.1,night,suburban,Low
8.97,4767.0,night,intercity,Low
17.3,5101.4,afternoon,suburban,Medium
41.76,8074.3,evening,urban,High
15.59,2005.9,afternoon,suburban,Low
17.1,1623.9,evening,suburban,Low
30.9,581.2,afternoon,intercity,Low
49.91,6039.8,evening,suburban,High
15.25,5650.5,morning,suburban,Medium
2.29,3074.0,morning,suburban,Low
28.28,4624.2,evening,urban,High
43.98,259.3,evening,intercity,Medium
13.22,9518.5,morning,urban,High
29.14,6096.1,morning,urban,High
2.81,1670.9,evening,urban,Low
8.41,1227.0,evening,intercity,Low
24.78,4224.3,night,intercity,Low
32.38,3668.0,morning,intercity,Medium
5.95,4281.8,evening,urban,Medium
41.39,8445.8,evening,intercity,High
43.14,218.5,evening,suburban,Medium
1.27,6139.0,afternoon,urban,Low
37.52,8613.0,evening,suburban,High
23.35,632.5,evening,intercity,Low
30.69,186.2,evening,intercity,Low
34.35,429.8,night,urban,Low
38.22,5615.0,evening,intercity,High
12.59,4682.7,morning,urban,Medium
22.45,4354.4,morning,suburban,Medium
8.84,4870.4,evening,suburban,Low
46.66,7074.3,night,suburban,Medium
8.08,4878.2,evening,urban,Medium
39.92,3095.8,night,urban,Medium
32.81,5329.7,morning,urban,High
10.95,9538.4,afternoon,suburban,Medium
15.88,9479.6,afternoon,suburban,Medium
49.3,5626.4,night,intercity,Medium
13.1,5734.3,morning,intercity,Medium
12.45,658.0,evening,suburban,Low
3.41,4383.3,night,intercity,Low
8.38,5039.8,morning,urban,Medium
1.01,1563.1,afternoon,suburban,Low
31.6,7085.9,morning,suburban,High
36.49,6690.8,evening,intercity,High
1.25,6183.4,afternoon,urban,Low
47.88,3077.6,evening,urban,High
45.0,2331.8,evening,urban,High
19.68,1556.5,night,suburban,Low
19.49,3960.5,afternoon,suburban,Low
26.53,8133.2,evening,suburban,High
26.62,5250.7,evening,urban,High
45.54,6088.7,afternoon,intercity,Medium
38.26,745.1,afternoon,urban,Medium
17.51,6621.4,afternoon,suburban,Medium
27.8,7835.9,afternoon,intercity,Medium
37.15,8537.4,morning,suburban,High
48.23,8861.3,afternoon,urban,High
29.48,8733.0,morning,urban,High
5.08,2420.9,afternoon,urban,Low
17.96,984.8,afternoon,suburban,Low
4.77,2468.7,evening,suburban,Low
10.42,1209.1,night,suburban,Low
14.64,8915.4,evening,urban,High
40.82,7288.9,night,urban,Medium
26.61,3964.9,morning,suburban,Medium
42.47,2994.4,night,suburban,Low
24.28,4009.2,evening,urban,High
28.41,1868.8,afternoon,suburban,Low
8.24,8209.4,morning,urban,High
13.29,1195.9,morning,urban,Low
26.34,1900.6,morning,intercity,Low
44.58,3615.5,evening,urban,High
11.49,7885.8,evening,intercity,Medium
16.79,1031.4,night,suburban,Low
39.0,1594.8,evening,intercity,Medium
44.42,8990.8,morning,urban,High
27.56,7242.8,morning,suburban,High
3.65,9714.3,evening,suburban,Medium
1.65,8769.3,night,urban,Low
23.01,3134.0,morning,suburban,Medium
1.98,5307.4,morning,urban,Medium
49.59,9977.1,morning,suburban,High
21.6,2340.0,night,suburban,Low
47.26,4095.0,evening,urban,High
15.2,7584.1,night,suburban,Low
38.95,3935.5,evening,suburban,High
40.58,2443.8,morning,intercity,Medium
44.48,1826.7,night,intercity,Low
8.74,2951.1,afternoon,urban,Low
28.95,8845.6,morning,suburban,High
32.91,3376.9,evening,suburban,Medium
36.16,4499.6,afternoon,intercity,Medium
42.71,343.6,morning,urban,High
34.26,9926.3,night,suburban,Medium
14.76,5226.9,night,intercity,Low
33.81,8335.9,evening,suburban,High
41.09,2355.4,night,suburban,Low
39.44,7973.0,evening,intercity,High
28.51,5732.1,night,urban,Medium
46.08,894.6,morning,suburban,Medium
42.5,7729.6,evening,intercity,High
23.32,9227.0,evening,suburban,High
41.86,2042.7,evening,suburban,Medium
42.67,5977.2,morning,urban,High
27.3,3202.5,night,urban,Low
31.08,550.1,evening,suburban,Low
8.51,594.3,morning,suburban,Low
36.77,3996.2,night,suburban,Low
26.04,4141.1,afternoon,suburban,Medium
7.94,1932.1,evening,suburban,Low
19.64,5140.9,morning,intercity,Medium
29.26,3488.3,morning,urban,High
6.44,6438.5,night,suburban,Low
28.66,1238.6,afternoon,urban,Medium
30.33,2476.2,afternoon,intercity,Low
46.89,9838.4,morning,intercity,High
33.8,6421.6,evening,suburban,High
25.13,5329.1,evening,urban,High
26.46,952.1,afternoon,intercity,Low
27.47,2708.3,evening,urban,Medium
34.01,2907.8,night,urban,Low
18.94,8384.7,afternoon,suburban,Medium
43.65,7138.7,morning,suburban,High
16.71,7583.3,evening,intercity,Medium
46.06,7838.3,evening,intercity,High
7.8,4201.9,morning,suburban,Low
6.33,2710.0,evening,urban,Low
35.7,4664.0,evening,urban,High
7.74,9113.1,afternoon,intercity,Medium
4.19,6438.8,morning,intercity,Low
31.07,3903.0,evening,urban,High
32.02,8754.0,evening,urban,High
9.34,4330.8,evening,urban,Medium
30.21,720.8,night,suburban,Low
37.77,4713.1,morning,intercity,Medium
3.31,4113.3,night,suburban,Low
39.69,2108.7,morning,suburban,Medium
34.85,9667.7,morning,urban,High
21.36,7161.6,morning,intercity,Medium
17.03,2120.6,afternoon,suburban,Low
45.34,7589.1,morning,urban,High
39.15,3101.8,evening,urban,High
15.57,7238.2,evening,intercity,Medium
36.2,3570.0,morning,intercity,Medium
10.02,5609.9,morning,intercity,Low
8.62,4735.3,afternoon,suburban,Low
46.27,5875.1,night,suburban,Medium
42.57,6565.9,morning,suburban,High
8.15,6269.5,evening,suburban,Medium
8.94,2290.8,afternoon,urban,Low
14.54,4974.1,afternoon,urban,Medium
11.32,9375.6,morning,intercity,Medium
24.54,8586.1,morning,urban,High
16.72,4855.0,night,intercity,Low
17.33,7207.9,evening,intercity,Medium
44.3,2086.8,night,urban,Medium
34.28,9790.2,evening,intercity,High
12.44,4889.5,evening,suburban,Medium
36.28,6872.1,night,urban,Medium
16.36,3305.1,evening,intercity,Low
16.21,2830.3,morning,suburban,Low
15.85,7645.7,morning,urban,High
19.91,4840.9,evening,suburban,Medium
26.08,1736.5,night,intercity,Low
40.03,8469.5,night,suburban,Medium
31.16,4400.1,afternoon,suburban,Medium
10.06,409.2,night,intercity,Low
49.87,5661.7,evening,suburban,High
46.77,3048.0,evening,suburban,High
38.4,2893.3,morning,intercity,Medium
39.88,4662.0,evening,suburban,High
13.28,8766.9,afternoon,intercity,Medium
9.88,6261.3,morning,intercity,Medium
49.33,2306.7,morning,urban,High
42.77,5724.8,night,urban,Medium
29.78,5850.6,evening,intercity,Medium
35.36,2982.0,afternoon,intercity,Low
44.13,5420.9,morning,urban,High
14.93,1528.6,evening,suburban,Low
26.79,2316.8,afternoon,urban,Medium
15.13,3633.1,afternoon,suburban,Low
39.27,9626.8,night,intercity,Medium
14.37,9178.5,morning,suburban,High
20.05,1200.4,morning,urban,Low
37.26,6769.2,afternoon,urban,High
42.59,4970.6,evening,intercity,High
4.93,9201.5,morning,urban,High
48.52,3323.8,evening,urban,High
10.99,8141.5,evening,intercity,Medium
24.86,3364.4,afternoon,intercity,Low
47.41,6156.6,evening,urban,High
7.27,8912.1,night,intercity,Low
40.14,7281.1,evening,suburban,High
19.25,8901.3,morning,intercity,Medium
18.03,8535.1,morning,urban,High
26.53,3080.0,evening,urban,Medium
39.65,6122.7,morning,suburban,High
45.28,3482.9,morning,urban,High
31.7,5739.7,morning,urban,High
35.54,9131.1,afternoon,intercity,High
16.81,9139.3,evening,suburban,High
38.82,6703.5,evening,urban,High
3.2,4220.2,afternoon,intercity,Low
3.16,7689.1,night,intercity,Low
48.44,1599.7,afternoon,urban,High
36.87,8464.8,afternoon,intercity,Medium
12.98,6715.6,afternoon,urban,Medium
33.08,1029.1,afternoon,suburban,Low
30.96,1187.5,afternoon,urban,Medium
23.83,5531.1,evening,intercity,Medium
45.1,2335.6,evening,urban,High
20.81,4412.1,afternoon,suburban,Medium
34.18,125.0,afternoon,suburban,Low
13.65,838.8,morning,suburban,Low
29.67,2389.1,afternoon,suburban,Low
13.47,7041.6,afternoon,intercity,Low
15.65,602.5,morning,intercity,Low
34.1,9686.6,evening,urban,High
46.86,7460.1,night,urban,High
46.94,9650.7,morning,suburban,High
29.48,3038.7,night,suburban,Low
47.8,5648.2,afternoon,intercity,Medium
13.08,5721.0,morning,intercity,Medium
16.95,6721.8,night,urban,Low
12.32,5038.8,morning,urban,Medium
21.29,1991.5,evening,suburban,Low
43.01,5484.3,morning,intercity,High
17.2,4191.3,morning,intercity,Low
40.85,8155.7,afternoon,urban,High
1.88,7228.9,evening,suburban,Medium
21.05,3107.0,afternoon,intercity,Low
9.42,1430.5,morning,suburban,Low
12.97,975.4,night,intercity,Low
24.21,7797.3,evening,suburban,High
34.94,2634.7,afternoon,urban,Medium
15.09,1463.3,afternoon,suburban,Low
31.9,7411.7,morning,intercity,High
29.82,3651.1,morning,urban,High
30.24,6373.8,night,intercity,Low
39.3,5741.1,morning,suburban,High
14.74,9249.0,evening,intercity,Medium
15.58,366.5,morning,suburban,Low
49.29,2568.7,afternoon,intercity,Medium
1.65,2369.9,evening,intercity,Low
22.71,7911.0,morning,suburban,High
28.06,250.7,morning,suburban,Low
3.11,5190.9,evening,urban,Medium
47.62,3774.0,morning,intercity,High
38.98,3967.7,night,urban,Medium
2.79,7063.3,morning,intercity,Low
12.42,5870.8,morning,urban,Medium
1.23,6380.5,night,urban,Low
31.78,8431.9,evening,suburban,High
14.98,5394.7,evening,urban,Medium
46.88,6548.8,morning,suburban,High
31.02,767.5,afternoon,suburban,Low
45.12,4452.8,night,suburban,Medium
4.96,1199.0,morning,suburban,Low
13.64,8820.0,afternoon,urban,High
34.77,788.8,morning,urban,Medium
49.09,1894.6,evening,intercity,Medium
8.16,804.4,morning,urban,Low
34.79,3249.3,afternoon,intercity,Medium
44.0,9389.9,morning,intercity,High
8.31,1684.0,morning,intercity,Low
31.05,7810.2,afternoon,suburban,High
6.29,9135.1,morning,intercity,Medium
37.56,6068.5,evening,suburban,High
44.4,7943.6,afternoon,intercity,High
29.33,8594.4,evening,intercity,High
30.34,925.5,evening,suburban,Medium
30.63,7358.0,morning,suburban,High
11.15,3152.7,evening,suburban,Low
17.43,1100.2,evening,suburban,Low
2.03,2976.6,morning,urban,Low
38.38,7369.2,morning,suburban,High
15.83,9353.5,evening,suburban,High
49.16,9002.6,evening,intercity,High
17.12,4558.1,afternoon,intercity,Low
9.9,5645.3,afternoon,urban,Medium
17.32,7245.9,afternoon,intercity,Medium
41.3,8641.6,evening,urban,High
28.85,5549.3,afternoon,suburban,Medium
23.79,8539.4,night,suburban,Medium
38.05,6119.7,night,suburban,Medium
37.39,6656.1,afternoon,suburban,High
25.71,3404.6,evening,suburban,Medium
48.05,6326.0,night,intercity,Medium
31.46,3293.9,evening,urban,High
3.88,6510.5,evening,suburban,Medium
47.64,8360.2,evening,intercity,High
15.4,7542.4,morning,intercity,Medium
5.55,5090.4,evening,urban,Medium
4.8,6109.7,night,intercity,Low
40.21,964.6,evening,suburban,Medium
48.43,8373.9,night,urban,High
25.58,7434.7,morning,intercity,Medium
41.81,786.7,morning,suburban,Medium
20.29,9576.1,afternoon,suburban,High
23.62,2366.6,morning,urban,Medium
22.51,2232.4,evening,suburban,Low
27.3,3533.8,evening,suburban,Medium
18.5,2109.8,evening,intercity,Low
36.34,1246.0,afternoon,intercity,Low
33.07,3215.4,night,intercity,Low
14.12,3065.9,morning,urban,Medium
7.61,8416.0,morning,suburban,Medium
17.76,6744.2,afternoon,intercity,Medium
46.46,3046.3,night,urban,Medium
14.51,985.5,evening,urban,Low
1.88,9863.7,night,suburban,Low
18.57,7586.4,afternoon,intercity,Medium
10.89,129.3,morning,intercity,Low
6.69,8653.6,afternoon,intercity,Low
8.16,7554.8,night,intercity,Low
15.08,8777.3,morning,intercity,Medium
39.59,740.6,night,intercity,Low
14.57,2725.4,evening,urban,Medium
45.52,4990.9,evening,urban,High
20.68,891.5,night,suburban,Low
43.28,157.7,morning,urban,High
18.06,1822.7,afternoon,urban,Low
29.81,2712.5,afternoon,suburban,Medium
22.14,564.8,evening,suburban,Low
35.01,313.2,afternoon,intercity,Low
46.92,7735.3,evening,urban,High
49.57,4219.1,night,intercity,Low
35.68,8763.6,evening,intercity,High
12.06,6187.1,night,urban,Low
43.7,2815.9,evening,intercity,Medium
2.96,2770.8,evening,intercity,Low
38.46,4359.7,night,urban,Medium
3.25,5525.1,evening,urban,Medium
9.45,5681.7,afternoon,urban,Medium
35.73,691.4,afternoon,urban,Medium
24.43,3087.5,night,intercity,Low
48.78,1391.6,morning,urban,High
15.16,7140.5,afternoon,intercity,Low
45.47,2548.9,evening,urban,High
14.4,6742.1,night,intercity,Low
13.38,4732.2,evening,suburban,Medium
18.7,9063.8,night,suburban,Medium
49.9,7414.5,morning,intercity,High
3.19,7394.2,night,intercity,Low
23.51,5215.6,night,urban,Low
43.43,9072.2,morning,intercity,High
24.44,435.3,evening,suburban,Low
5.61,808.8,morning,suburban,Low
7.53,2905.3,morning,suburban,Low
40.6,1829.0,afternoon,intercity,Low
26.71,5407.4,evening,intercity,Medium
10.81,5877.4,morning,suburban,Medium
37.66,2893.1,evening,urban,High
36.05,945.3,morning,intercity,Medium
48.82,8937.2,evening,urban,High
10.82,4691.5,morning,intercity,Low
27.39,346.6,evening,suburban,Low
29.32,2587.1,morning,urban,Medium
11.76,7267.9,afternoon,suburban,Medium
9.15,8451.4,morning,urban,High
48.7,7368.9,night,urban,High
37.82,4256.1,evening,intercity,Medium
42.39,5757.7,morning,intercity,High
6.91,8518.1,morning,suburban,Medium
20.37,6468.1,morning,urban,High
8.1,4841.2,evening,intercity,Low
36.15,6699.5,night,urban,Medium
21.29,5107.0,afternoon,intercity,Low
40.8,4918.0,evening,suburban,High
46.93,764.7,morning,suburban,Medium
12.61,8888.7,evening,urban,High
27.9,7177.0,evening,suburban,High
33.03,8759.8,evening,suburban,High
37.42,3569.7,afternoon,suburban,Medium
26.11,4650.0,night,urban,Low
30.75,4970.7,evening,suburban,High
49.64,6791.3,afternoon,suburban,High
29.03,8741.7,night,urban,Medium
35.38,524.1,night,urban,Low
4.84,6954.4,morning,suburban,Medium
16.0,5031.6,night,suburban,Low
44.12,388.3,evening,intercity,Medium
44.46,1201.2,night,intercity,Low
45.73,5391.8,afternoon,urban,High
9.27,2657.0,evening,urban,Low
46.76,3862.6,night,suburban,Medium
47.24,1211.6,night,suburban,Low
14.45,7705.1,night,suburban,Low
15.44,4580.5,afternoon,urban,Medium
40.48,9612.1,morning,intercity,High
38.69,2061.1,afternoon,intercity,Low
26.17,7438.4,afternoon,suburban,Medium
29.99,3412.5,evening,suburban,Medium
7.68,2326.7,afternoon,urban,Low
45.73,9828.1,evening,intercity,High
29.41,7119.5,morning,intercity,High
8.55,141.2,morning,urban,Low
6.79,2233.5,morning,intercity,Low
44.14,8897.7,afternoon,urban,High
10.92,3562.2,afternoon,suburban,Low
7.52,3379.1,morning,urban,Low
4.04,427.3,night,intercity,Low
20.29,9376.1,afternoon,urban,High
16.39,2646.4,night,suburban,Low
18.26,7454.7,night,urban,Medium
25.65,5601.7,evening,suburban,High
10.15,6224.4,evening,urban,Medium
6.61,8131.1,evening,intercity,Medium
43.62,4202.6,afternoon,urban,High
35.48,4398.9,evening,intercity,Medium
8.0,6383.8,morning,suburban,Medium
46.95,8873.4,morning,intercity,High
2.05,3690.2,afternoon,suburban,Low
43.46,5329.3,afternoon,suburban,High
31.2,6388.2,evening,intercity,Medium
27.24,2313.9,evening,intercity,Low
23.73,7214.2,morning,suburban,High
9.03,167.4,night,intercity,Low
30.6,2967.2,afternoon,urban,Medium
21.11,4981.2,evening,intercity,Medium
44.81,5393.3,evening,suburban,High
49.74,3222.8,night,urban,Medium
6.94,1782.4,afternoon,urban,Low
36.38,8324.1,afternoon,intercity,Medium
36.32,422.9,evening,intercity,Low
19.5,4184.6,evening,intercity,Low
42.5,3055.0,evening,suburban,High
4.64,4031.1,evening,urban,Low
30.91,1167.0,night,intercity,Low
28.76,1836.2,morning,intercity,Low
12.72,9448.5,morning,suburban,High
46.28,8779.6,afternoon,urban,High
39.92,5770.0,evening,urban,High
44.68,4737.2,night,urban,Medium
44.66,2332.1,evening,intercity,Medium
47.71,5846.1,night,suburban,Medium
41.99,8197.9,morning,intercity,High
41.22,9081.0,morning,urban,High
17.06,3809.1,evening,urban,Medium
39.13,6311.3,morning,intercity,High
4.47,991.9,night,intercity,Low
16.34,8476.9,morning,urban,High
47.0,5652.3,evening,urban,High
16.9,2157.0,morning,suburban,Low
4.61,5280.9,evening,intercity,Low
18.96,8983.4,morning,suburban,High
39.76,1380.0,morning,suburban,Medium
39.11,9161.1,morning,intercity,High
43.26,6605.8,evening,suburban,High
44.81,4293.9,evening,urban,High
11.83,4102.6,morning,urban,Medium
46.6,5819.1,evening,urban,High
14.27,5149.4,evening,intercity,Low
6.08,4040.9,night,suburban,Low
33.27,592.9,morning,intercity,Low
9.12,6458.6,morning,intercity,Medium
13.68,515.7,afternoon,intercity,Low
30.71,9613.7,night,suburban,Medium
10.51,1350.6,morning,intercity,Low
33.3,8972.4,night,suburban,Medium
49.92,1041.2,afternoon,intercity,Medium
28.76,599.4,night,suburban,Low
49.03,8227.8,evening,urban,High
9.06,7664.4,evening,urban,High
15.15,4179.3,evening,intercity,Low
49.19,4751.0,morning,urban,High
41.57,5784.6,evening,urban,High
24.58,7434.7,morning,urban,High
39.2,9094.1,evening,intercity,High
18.69,7319.7,afternoon,suburban,Medium
46.37,8589.2,afternoon,intercity,High
41.57,3440.9,evening,suburban,High
21.31,936.9,evening,intercity,Low
23.56,562.0,afternoon,intercity,Low
3.47,4294.2,night,urban,Low
3.74,5031.9,evening,urban,Medium
38.91,7507.1,evening,intercity,High
15.35,3140.0,morning,suburban,Low
