distance,weather,congestion_level,previous_delay,train_type,delay_minutes
1817.2,clear,High,30.13,express,23.19
1126.3,fog,Low,2.29,express,14.19
1483.1,clear,Medium,11.89,passenger,17.89
324.6,storm,Low,4.91,freight,27.01
1976.3,rain,Low,7.36,passenger,16.18
1580.8,clear,Low,29.37,freight,22.22
1072.0,clear,Low,3.06,freight,12.78
521.0,clear,High,7.63,passenger,16.48
1385.1,fog,Low,2.61,express,10.17
1580.0,storm,Medium,9.46,passenger,30.12
1474.6,clear,Medium,9.86,freight,19.57
1172.1,clear,Low,1.47,express,6.48
1060.1,clear,High,10.16,passenger,16.85
1289.5,clear,Medium,1.84,freight,14.83
1393.6,clear,High,9.34,freight,22.87
1580.0,rain,Medium,0.24,freight,20.11
99.5,rain,High,15.66,express,14.62
726.1,clear,High,4.73,freight,18.88
1626.8,clear,Low,4.38,freight,14.3
1006.3,clear,Low,14.74,express,13.7
627.2,rain,Medium,1.87,freight,19.23
1463.3,clear,Medium,35.85,passenger,21.15
1116.4,storm,Low,0.79,freight,27.45
1645.6,rain,Low,7.9,passenger,14.82
910.6,clear,Medium,5.81,express,9.54
1713.1,clear,Low,18.03,freight,18.08
722.4,rain,Low,15.57,express,10.67
1866.7,storm,Medium,9.9,passenger,30.67
841.0,fog,Low,1.85,passenger,12.73
342.7,fog,Medium,8.8,freight,29.21
1657.8,clear,Low,5.51,passenger,16.07
1839.3,rain,High,12.12,express,17.57
1874.9,clear,Low,3.25,express,14.94
569.9,rain,Medium,2.06,passenger,13.19
1347.5,clear,Low,5.82,freight,15.75
712.7,clear,High,2.96,passenger,13.34
852.9,clear,Medium,23.46,express,18.07
1088.9,clear,Medium,12.76,express,12.9
1892.1,clear,High,15.66,freight,26.99
558.6,fog,Low,5.57,passenger,17.34
358.8,storm,Medium,1.03,passenger,22.65
1411.5,fog,Medium,0.08,freight,26.98
860.7,clear,Medium,15.89,express,15.91
1607.2,rain,High,18.14,express,17.95
1810.1,clear,Medium,29.93,express,22.05
159.2,fog,Low,10.09,passenger,18.53
1182.0,clear,High,6.59,passenger,14.72
1925.5,fog,High,9.58,passenger,28.18
169.2,fog,High,5.19,passenger,22.66
558.4,clear,Medium,3.38,passenger,11.08
869.5,storm,Low,2.05,passenger,19.33
486.7,rain,High,0.22,express,20.61
1976.5,clear,Low,18.35,freight,20.91
1490.9,clear,Low,3.74,freight,15.18
497.8,clear,Low,3.47,express,6.54
904.4,clear,High,8.73,express,12.47
806.4,rain,Medium,11.21,express,12.15
414.6,rain,Medium,10.46,express,13.68
569.3,rain,High,8.28,freight,32.36
1700.2,clear,High,3.13,express,10.89
952.2,rain,High,35.79,freight,40.62
448.8,clear,High,14.76,freight,22.36
774.8,clear,Low,5.59,freight,11.8
651.7,clear,High,12.98,passenger,19.36
1204.6,rain,High,10.29,freight,39.87
1975.4,storm,Low,1.59,passenger,21.47
901.4,clear,High,6.29,express,13.01
1045.6,clear,Medium,1.17,passenger,11.98
1844.2,fog,Low,10.02,freight,23.1
261.7,fog,High,7.52,express,15.69
1319.6,clear,Low,2.14,express,9.21
1197.7,clear,Low,20.05,passenger,13.84
815.6,rain,Medium,1.98,passenger,13.13
1988.2,rain,Low,14.93,passenger,23.22
815.8,clear,Medium,7.55,express,12.68
186.5,clear,Medium,0.68,freight,11.98
1772.3,clear,Medium,8.24,passenger,17.26
73.9,clear,High,28.1,express,15.75
1394.7,clear,Low,1.98,freight,13.53
577.8,rain,Medium,17.83,freight,23.94
616.7,clear,Medium,6.45,express,9.59
163.2,storm,Low,3.73,express,18.16
1137.5,rain,Low,0.01,freight,16.15
891.2,fog,High,22.25,freight,47.79
1635.4,clear,Medium,3.74,express,11.09
1271.9,rain,Low,3.02,passenger,14.19
556.3,rain,Low,0.91,passenger,10.04
1515.6,clear,High,8.46,freight,24.32
808.6,rain,Low,6.79,freight,21.77
813.9,fog,Low,1.47,freight,20.36
1280.0,fog,High,0.33,express,18.6
1322.3,rain,Medium,10.75,passenger,17.13
1803.8,clear,High,14.55,express,17.8
379.1,storm,Low,5.2,express,16.32
1155.5,clear,Low,5.08,passenger,14.3
721.0,fog,High,2.15,express,15.31
687.8,clear,Low,8.99,express,7.75
954.8,fog,Medium,3.74,freight,25.52
887.7,storm,Low,24.24,passenger,26.19
1150.9,storm,High,3.32,express,21.71
398.5,clear,Medium,19.99,freight,19.31
1541.9,storm,Medium,23.95,freight,46.54
663.4,rain,Low,32.7,express,17.4
857.5,clear,High,15.93,freight,29.2
114.3,rain,Medium,0.82,freight,21.66
1048.2,rain,Low,12.99,express,20.24
1765.1,storm,Low,7.95,freight,36.41
1942.0,clear,Medium,13.98,passenger,23.12
705.0,rain,Low,12.16,express,17.17
786.2,clear,Low,19.97,express,13.05
1207.7,rain,Low,22.48,freight,23.22
1022.4,clear,High,13.09,passenger,16.88
343.6,rain,Medium,8.44,passenger,16.52
1345.6,clear,High,12.78,express,15.71
1469.7,fog,High,1.0,passenger,24.7
166.5,rain,Low,1.16,freight,24.57
946.0,clear,Low,26.37,freight,21.46
1484.9,clear,High,4.8,passenger,14.74
1477.2,fog,Low,3.72,passenger,15.89
1430.4,clear,Medium,8.46,express,17.15
552.5,clear,Low,2.13,freight,14.15
1125.3,rain,Low,0.64,express,8.41
411.0,rain,Low,0.81,freight,13.53
966.3,clear,Medium,0.97,passenger,10.5
1051.2,rain,High,6.6,passenger,19.68
263.5,fog,Low,1.88,express,15.34
1413.3,clear,Medium,7.21,passenger,12.15
249.5,clear,Medium,0.23,passenger,8.39
1821.9,clear,High,0.27,passenger,14.05
224.3,fog,Medium,17.33,passenger,22.19
1242.0,clear,High,4.98,freight,20.56
1834.6,clear,Low,20.04,freight,19.98
1808.9,fog,High,29.0,express,31.57
1537.0,clear,Medium,14.74,express,15.41
179.8,fog,Medium,9.42,express,14.32
104.8,clear,Medium,10.82,express,10.07
1917.9,clear,High,2.34,express,11.33
1729.3,rain,High,6.48,freight,35.13
1335.4,clear,High,5.04,express,11.08
627.0,rain,Low,7.88,passenger,16.49
1126.7,rain,Low,11.92,freight,19.4
1136.6,clear,High,4.35,freight,23.69
1836.0,clear,Medium,15.43,express,12.8
1820.9,rain,Low,7.94,passenger,14.23
1137.4,clear,High,0.17,freight,18.72
113.3,rain,Medium,10.88,express,16.31
912.9,fog,Low,10.08,express,12.12
1163.1,clear,Low,2.34,passenger,15.72
1542.3,fog,Low,8.7,freight,25.76
687.1,rain,Medium,14.75,freight,23.35
1776.9,rain,Low,0.38,express,11.83
1045.2,clear,Medium,5.6,passenger,11.55
665.0,clear,Medium,0.43,express,7.62
816.1,storm,High,8.42,freight,52.62
534.1,clear,Low,12.93,passenger,12.73
123.1,clear,High,11.47,freight,21.26
1851.1,fog,Medium,8.5,passenger,20.34
589.6,clear,Low,1.39,passenger,7.07
178.0,clear,Low,1.61,passenger,19.09
1857.1,clear,High,7.12,passenger,18.53
556.5,clear,Medium,16.09,express,11.34
1117.7,clear,High,42.44,passenger,25.89
624.5,fog,Low,7.57,express,16.85
1098.7,clear,Medium,2.76,passenger,18.53
121.5,fog,High,7.46,freight,42.12
24.9,clear,Medium,4.64,express,9.67
1958.3,storm,Low,2.49,freight,29.42
1277.3,storm,Medium,3.05,freight,43.3
1880.2,fog,Low,10.87,passenger,20.63
1929.8,storm,High,2.49,express,24.59
989.5,rain,Medium,30.11,express,17.91
1297.5,clear,Low,20.71,express,14.98
104.0,storm,High,12.26,passenger,35.78
1171.4,storm,Medium,5.54,express,19.6
417.5,rain,Low,21.87,express,19.83
167.6,clear,Low,4.29,freight,11.47
1966.6,storm,Medium,2.96,express,20.72
1306.3,rain,High,30.65,express,24.8
146.1,clear,Low,26.49,freight,17.89
785.7,storm,Medium,2.53,passenger,29.09
1981.6,clear,High,19.27,express,17.11
1705.9,fog,Low,3.75,passenger,21.24
813.0,clear,High,16.01,freight,25.51
1818.2,fog,Medium,17.88,passenger,24.3
729.0,storm,High,0.26,freight,51.05
1749.3,clear,Low,4.01,freight,13.77
543.0,clear,High,25.15,freight,25.3
869.7,rain,High,0.64,freight,28.77
14.6,clear,Medium,7.96,freight,15.37
951.9,storm,Low,6.04,passenger,20.84
1904.4,rain,Medium,3.37,passenger,19.99
1213.9,rain,High,0.89,passenger,22.64
1427.7,clear,Medium,20.39,express,20.78
1278.3,clear,Medium,4.74,passenger,17.02
699.0,rain,Low,4.94,passenger,12.01
1024.9,fog,High,0.6,passenger,23.12
120.3,rain,Low,1.72,express,10.46
1983.5,clear,High,14.0,passenger,19.85
434.3,clear,Medium,43.07,express,18.81
1861.4,rain,High,5.28,passenger,23.81
395.3,storm,Medium,0.96,express,22.02
455.0,fog,Medium,18.49,passenger,21.24
1476.8,clear,Medium,4.03,freight,15.54
1992.5,clear,Low,0.41,passenger,10.14
1135.8,rain,High,4.52,freight,29.33
1191.6,fog,Medium,60.73,express,31.16
777.7,clear,Low,7.34,freight,12.51
1169.1,storm,Medium,12.52,freight,40.32
917.3,fog,High,18.12,freight,39.94
1128.8,storm,Medium,28.24,passenger,38.8
1275.6,clear,High,7.32,passenger,15.0
238.6,clear,Low,23.42,express,13.58
125.0,clear,High,10.53,freight,19.73
1808.4,clear,Low,1.12,express,14.72
1592.0,fog,Medium,0.11,freight,27.12
1122.1,storm,Medium,19.14,express,22.03
175.1,fog,Low,9.17,freight,20.48
273.2,storm,Low,10.23,express,15.24
489.4,clear,High,1.63,freight,21.08
1890.2,storm,High,10.07,express,26.52
1465.7,rain,High,9.57,express,18.22
34.0,rain,Medium,22.2,passenger,19.75
474.6,storm,Low,0.56,passenger,17.53
488.7,rain,Low,5.52,passenger,10.34
1650.2,rain,Low,0.49,freight,21.76
176.8,clear,High,16.17,express,11.68
1076.1,fog,Low,1.35,express,9.23
101.6,storm,Low,15.99,freight,31.95
159.7,rain,Low,14.32,express,9.27
588.9,clear,Medium,7.55,passenger,10.83
801.3,rain,Medium,4.59,express,10.97
611.3,storm,High,23.74,express,30.17
1581.9,clear,Low,2.5,passenger,11.59
1121.6,clear,Low,16.81,express,11.82
182.5,clear,Low,19.17,express,12.72
1389.8,rain,Medium,3.21,passenger,17.02
1477.8,rain,Medium,2.28,express,10.03
520.4,rain,Low,1.95,freight,17.43
246.2,clear,High,1.1,freight,21.15
1720.4,fog,Medium,2.96,freight,27.36
1686.3,clear,Low,9.05,freight,20.36
1206.9,clear,Low,3.79,express,7.68
363.1,rain,Medium,3.43,freight,20.09
457.5,clear,High,1.83,passenger,12.5
338.2,rain,Medium,32.66,express,19.88
1850.4,clear,Low,2.08,express,17.81
1929.3,clear,Medium,1.86,freight,17.69
1585.0,rain,Low,2.3,passenger,11.43
513.0,clear,Low,18.18,express,11.86
1393.2,clear,Low,16.34,express,11.83
1347.3,clear,Low,2.17,express,11.58
1418.4,rain,High,19.76,passenger,28.78
319.6,rain,High,18.01,passenger,22.67
305.0,rain,Medium,6.2,freight,24.55
97.1,clear,Medium,3.53,passenger,12.59
1489.0,fog,Medium,3.59,freight,27.5
383.6,rain,High,8.8,passenger,19.38
939.0,rain,Medium,0.15,passenger,15.87
1458.4,clear,Medium,4.8,freight,15.58
968.3,clear,Low,4.97,express,7.1
173.9,clear,Medium,4.6,express,13.7
227.4,rain,Low,5.16,express,10.37
1619.2,storm,Medium,19.25,freight,44.09
1017.7,fog,Medium,5.41,passenger,18.69
1643.4,clear,Medium,7.12,express,16.11
1624.8,clear,Medium,19.39,express,19.47
1287.5,clear,Medium,0.64,express,12.6
232.0,rain,High,3.76,freight,26.46
35.2,clear,Medium,3.87,passenger,9.2
398.1,rain,Low,0.41,express,5.53
138.4,fog,Medium,20.71,express,15.54
1982.7,rain,Low,1.07,passenger,15.03
318.7,fog,High,21.06,express,23.48
1051.1,clear,Low,7.76,freight,12.75
594.7,clear,Low,4.77,passenger,14.64
818.5,rain,Low,29.08,passenger,20.2
1952.5,clear,Medium,11.24,freight,23.27
315.9,storm,Low,3.25,freight,26.31
1367.1,rain,Medium,2.33,freight,25.36
965.5,clear,Low,8.89,passenger,10.82
902.2,clear,Medium,13.68,express,10.6
1157.7,storm,Low,2.67,passenger,26.32
629.6,fog,High,0.17,passenger,23.93
271.6,fog,High,9.73,freight,35.69
912.4,clear,Medium,10.93,express,13.61
1339.5,rain,High,19.25,passenger,23.94
1489.0,clear,Medium,2.44,freight,17.13
1056.8,rain,High,23.85,express,18.8
1396.3,fog,High,4.49,freight,44.41
1595.9,rain,Low,9.88,passenger,20.19
1517.8,clear,Medium,4.69,freight,19.33
491.0,clear,Medium,0.4,freight,13.69
975.9,clear,Low,2.21,express,11.05
982.9,storm,Medium,14.35,passenger,27.54
1886.6,rain,High,9.1,passenger,26.08
264.6,storm,Low,1.45,passenger,16.14
1864.6,clear,Medium,27.74,passenger,20.23
151.1,rain,Low,15.2,express,10.08
1906.9,storm,Medium,1.73,freight,46.21
1272.7,fog,Low,0.66,passenger,14.79
133.3,storm,Low,19.27,express,15.77
139.3,clear,Medium,8.89,freight,18.34
1884.6,clear,Low,14.47,passenger,18.26
361.9,storm,High,19.77,passenger,39.05
383.7,fog,Low,7.35,freight,24.0
990.4,fog,Low,13.73,freight,22.6
1112.9,clear,Low,11.56,express,9.6
485.1,clear,Low,1.38,express,4.67
1493.6,storm,Medium,9.5,express,22.55
835.9,fog,Medium,27.07,express,19.3
1966.4,clear,Low,5.35,passenger,16.87
475.4,rain,Low,4.98,express,10.74
802.4,storm,Medium,3.77,freight,42.25
194.9,rain,Medium,2.05,express,11.48
1466.7,clear,Medium,9.53,express,21.53
1812.0,rain,Low,2.77,express,11.61
994.8,clear,Medium,4.9,passenger,12.74
717.2,clear,Low,8.21,passenger,15.02
1272.0,clear,Low,0.29,passenger,9.68
994.0,storm,Medium,3.9,passenger,25.59
188.2,clear,Medium,2.89,express,7.62
1971.6,clear,Medium,15.49,express,14.85
582.7,clear,Medium,12.41,passenger,13.36
1603.4,storm,Medium,3.97,passenger,25.53
1487.7,clear,Medium,7.59,express,13.01
762.1,clear,High,4.11,freight,19.07
1336.0,rain,Low,10.66,passenger,14.45
149.2,clear,Medium,8.43,freight,14.96
70.3,clear,Medium,6.39,freight,13.54
1258.1,storm,Low,3.88,express,13.73
568.9,clear,High,1.6,passenger,12.19
1593.7,rain,Medium,43.74,express,32.74
1215.4,clear,Medium,15.28,passenger,19.89
217.6,rain,High,1.75,passenger,16.64
205.2,fog,Medium,5.78,freight,26.38
1660.2,clear,Low,20.19,freight,17.63
450.1,fog,Medium,46.44,freight,45.45
454.6,rain,Medium,2.88,freight,18.99
157.9,rain,Medium,1.87,passenger,14.64
1842.4,clear,Medium,12.96,express,12.56
1579.9,clear,High,0.0,passenger,14.17
338.2,clear,Low,0.04,express,6.37
168.2,fog,Low,46.73,freight,30.56
435.6,rain,Medium,13.33,freight,26.53
1176.7,clear,Low,9.96,freight,14.72
594.9,clear,Low,2.03,express,4.9
344.4,clear,Medium,7.87,passenger,14.89
767.2,storm,Medium,7.12,passenger,33.98
1695.4,rain,Low,22.55,passenger,18.19
567.7,clear,Low,0.14,express,7.37
258.8,fog,High,7.85,express,27.43
904.8,storm,Low,7.28,express,15.07
1088.2,clear,Medium,23.05,express,14.0
1783.9,clear,Low,5.14,express,12.93
1562.9,clear,High,2.18,passenger,14.29
541.2,clear,Medium,15.87,freight,32.09
1883.0,clear,Medium,12.21,passenger,14.53
909.9,clear,Medium,8.68,freight,17.46
1436.8,rain,High,17.03,passenger,26.22
1692.9,rain,High,32.38,freight,37.68
830.8,clear,High,4.22,express,9.64
1459.4,rain,Medium,6.99,freight,22.19
715.6,fog,Medium,0.8,express,11.13
1831.2,clear,Low,11.01,passenger,13.74
783.8,rain,High,1.49,passenger,20.74
1583.8,storm,High,3.16,passenger,38.03
1468.6,fog,Low,8.29,freight,27.42
991.3,clear,Medium,7.44,freight,23.83
1169.4,fog,High,4.47,express,16.54
923.7,clear,Medium,4.09,express,7.67
1155.1,rain,Medium,5.01,passenger,16.77
293.2,rain,Medium,28.2,express,16.13
1923.8,rain,Medium,54.78,passenger,37.27
411.2,fog,Medium,8.24,express,18.57
1097.3,rain,Low,23.83,passenger,21.23
446.3,clear,Medium,2.54,passenger,9.07
1017.6,rain,Medium,17.9,passenger,23.61
895.0,rain,Medium,1.53,express,8.79
1312.0,clear,Medium,30.67,passenger,27.1
1970.1,rain,High,0.47,passenger,26.13
259.8,clear,High,3.83,express,8.95
1852.2,clear,Medium,13.69,passenger,15.7
1296.6,storm,Low,2.29,express,27.39
1815.3,storm,Low,10.15,freight,32.0
789.7,clear,Medium,6.65,express,13.22
553.7,clear,Low,0.36,freight,10.81
1390.8,clear,Low,10.82,freight,19.5
259.2,clear,Low,2.87,express,4.6
1550.0,clear,Medium,2.61,passenger,22.52
528.7,clear,Medium,3.71,express,9.32
1700.5,clear,Medium,5.08,freight,17.37
999.6,fog,Low,11.02,express,14.1
1442.4,rain,Medium,8.65,express,12.41
996.0,clear,Low,1.51,freight,19.07
1138.7,rain,Low,2.8,passenger,17.22
1917.0,clear,High,11.95,passenger,20.94
1582.2,rain,Medium,7.91,passenger,23.33
1257.4,clear,Low,24.4,freight,20.31
885.3,storm,High,0.69,passenger,33.21
1765.1,fog,Medium,8.37,passenger,21.2
1560.4,rain,Low,1.92,passenger,11.4
1641.1,clear,Low,18.2,passenger,16.79
962.9,rain,Medium,1.59,freight,19.28
237.8,rain,Medium,32.15,express,16.45
531.6,clear,High,0.3,passenger,20.37
343.1,storm,Medium,1.25,express,16.18
1202.7,rain,High,52.47,express,35.31
321.1,clear,Low,17.47,freight,13.99
36.5,storm,Medium,4.87,freight,40.64
1092.8,clear,High,18.88,express,19.31
1333.7,clear,Medium,5.05,passenger,19.39
11.2,clear,Low,8.78,freight,14.8
1016.4,rain,Low,13.32,freight,19.41
1783.1,clear,Medium,5.65,freight,17.62
1892.8,clear,Low,11.71,passenger,20.2
1753.5,clear,Low,5.32,freight,16.29
1900.6,clear,Low,48.54,freight,30.74
502.6,clear,Low,8.54,express,10.96
541.0,clear,High,7.22,express,13.27
1251.4,rain,Low,45.59,freight,34.76
194.0,clear,Medium,2.9,express,9.01
420.5,clear,Low,0.92,passenger,9.56
1308.9,storm,High,3.1,express,21.78
658.2,fog,Medium,13.07,freight,37.92
1852.9,clear,High,12.25,passenger,24.68
1399.4,rain,Medium,5.14,passenger,20.48
462.5,clear,Low,13.78,freight,13.61
679.9,clear,Low,7.49,freight,13.0
1118.0,clear,Low,27.71,freight,21.5
1727.2,rain,Medium,2.81,express,10.66
1106.1,clear,Medium,1.43,passenger,12.21
1923.0,clear,Medium,2.52,passenger,17.82
1631.4,rain,Low,1.05,freight,21.41
158.0,clear,High,4.07,freight,25.43
1935.6,fog,High,5.61,express,17.67
1710.9,clear,Low,2.11,passenger,9.65
582.1,rain,Low,0.6,passenger,9.02
163.3,clear,Low,4.78,passenger,10.51
1168.9,storm,Medium,6.63,passenger,28.81
438.4,clear,Low,1.04,express,4.25
103.1,fog,Medium,3.26,express,9.89
932.0,clear,High,3.36,express,14.48
1423.3,clear,Medium,6.85,passenger,11.96
99.3,clear,Medium,0.57,express,5.18
402.7,storm,High,9.25,express,22.51
1785.1,rain,Low,4.41,passenger,21.06
1947.1,clear,Medium,2.28,freight,20.14
338.1,storm,Medium,16.13,express,22.81
509.2,clear,Low,13.2,freight,15.27
285.3,rain,High,1.21,express,16.44
581.0,clear,Medium,1.24,freight,17.44
724.8,clear,Medium,7.44,express,21.34
1579.9,fog,Low,0.55,express,9.67
1097.6,clear,Medium,0.98,freight,17.87
1565.3,clear,Low,7.88,express,10.69
373.4,storm,High,9.38,express,22.14
1946.8,clear,Medium,9.44,freight,19.36
1145.6,clear,Medium,16.73,passenger,32.97
87.1,rain,Low,0.46,freight,12.78
373.7,rain,Low,16.4,passenger,19.5
292.5,rain,Low,0.82,passenger,8.38
712.4,storm,Medium,0.28,passenger,26.83
522.8,clear,High,3.24,passenger,12.43
63.9,clear,High,3.24,freight,19.24
186.5,clear,Low,4.74,passenger,6.83
1177.6,storm,Low,1.29,freight,29.51
215.0,fog,Low,8.09,express,9.33
503.3,clear,Low,3.96,freight,13.67
1331.3,storm,Low,0.92,express,12.02
141.4,fog,Medium,36.08,passenger,26.03
1808.4,clear,Low,3.86,express,9.38
1982.8,clear,Medium,12.58,passenger,15.02
1091.4,rain,High,12.5,express,17.08
1660.8,clear,Medium,28.69,passenger,19.91
1516.3,fog,Medium,0.85,passenger,18.71
256.2,clear,Low,2.67,express,4.99
1207.8,storm,Medium,0.58,express,15.78
1374.4,fog,High,2.7,express,15.58
1107.5,clear,Low,1.71,passenger,9.19
992.7,fog,Medium,14.28,freight,29.5
200.4,rain,Low,1.02,express,7.9
370.7,rain,Medium,9.32,passenger,15.27
1671.3,rain,Low,3.44,freight,17.87
1064.0,rain,Medium,1.56,express,24.16
733.4,storm,Medium,0.43,passenger,25.35
594.5,clear,Medium,4.67,passenger,16.59
1102.3,rain,Low,1.0,express,8.36
1468.8,clear,High,20.71,freight,34.84
137.5,clear,Medium,24.1,express,14.12
1540.2,clear,High,2.75,express,17.7
1402.3,clear,High,14.13,express,17.92
194.1,clear,High,3.26,express,12.56
1110.2,clear,Medium,13.25,freight,19.41
261.7,fog,Medium,0.26,freight,26.0
1304.8,clear,Low,6.22,express,8.0
1467.1,clear,Low,17.4,express,14.14
254.1,rain,Medium,6.76,passenger,17.49
1236.3,rain,Low,4.55,express,9.77
364.8,storm,Medium,2.5,express,14.72
1351.4,storm,Medium,0.57,express,16.99
1938.0,clear,Medium,5.62,express,10.1
398.4,fog,Medium,3.11,passenger,17.24
897.5,storm,Medium,7.96,freight,40.3
1007.5,fog,Low,2.42,freight,24.47
415.7,rain,Low,4.62,express,7.12
1784.7,clear,Medium,4.8,freight,16.79
192.0,fog,Low,2.98,passenger,17.98
37.2,rain,Medium,11.63,express,10.67
1747.8,rain,High,0.07,passenger,20.99
1043.3,rain,Medium,1.86,passenger,14.58
123.5,fog,Low,25.28,passenger,18.24
478.3,rain,High,19.83,passenger,22.04
84.1,clear,Medium,10.29,freight,20.53
1097.4,rain,Medium,8.84,express,12.51
1276.4,fog,Medium,29.21,express,21.72
352.6,rain,Low,25.32,freight,29.09
1060.8,clear,Low,0.8,express,6.44
316.9,rain,High,23.2,freight,34.14
847.9,clear,Low,4.48,passenger,15.69
954.3,clear,Medium,7.1,passenger,13.99
1844.0,clear,Low,0.25,passenger,10.42
259.6,clear,High,15.58,freight,39.51
379.6,clear,High,9.49,passenger,25.29
116.2,rain,High,0.78,freight,31.62
479.5,rain,Medium,0.62,freight,18.56
1514.4,storm,Medium,3.37,passenger,40.42
741.5,clear,Low,11.04,express,12.98
642.8,fog,High,0.84,express,13.62
1383.4,fog,Low,3.96,freight,21.87
1411.0,clear,Low,1.45,passenger,8.33
1579.5,clear,Low,34.67,freight,38.35
1040.9,clear,Low,2.78,freight,17.53
1733.1,clear,Medium,5.76,express,10.65
1187.7,rain,Medium,2.54,express,10.09
1345.7,clear,High,31.84,passenger,23.27
1977.3,clear,Low,2.96,freight,14.42
54.2,fog,Low,4.77,freight,18.85
1314.5,clear,High,12.48,express,12.63
1074.2,rain,Low,12.82,passenger,16.73
318.7,rain,Low,14.69,express,10.47
284.7,clear,Low,0.49,freight,10.46
579.5,rain,High,11.13,freight,30.95
1998.5,clear,High,3.64,freight,31.11
608.5,clear,Low,36.48,freight,27.2
983.8,clear,High,13.32,express,13.17
1717.3,rain,Low,2.98,passenger,15.13
215.3,clear,Low,15.03,passenger,11.36
23.6,clear,Low,1.99,express,5.28
184.8,clear,Medium,0.65,freight,11.97
1166.6,clear,Low,17.99,express,12.92
1123.2,fog,High,4.23,freight,36.38
1423.5,rain,High,0.22,passenger,19.39
656.8,clear,High,9.22,freight,25.04
1862.4,rain,High,1.21,express,16.55
1281.2,clear,High,8.79,passenger,17.14
1206.3,clear,Medium,4.88,passenger,11.55
646.9,clear,Low,3.09,freight,17.38
1206.2,clear,Low,16.65,freight,16.59
775.6,fog,Medium,19.27,freight,33.85
561.4,clear,Medium,8.85,freight,15.16
1787.8,rain,Medium,30.52,freight,33.87
1943.2,fog,Medium,3.1,express,14.52
1276.7,clear,Medium,0.04,passenger,11.04
111.6,clear,Medium,12.44,passenger,15.21
495.9,clear,High,22.83,express,15.53
276.6,fog,High,0.02,freight,32.91
1725.5,clear,Medium,17.08,express,14.12
801.5,fog,High,3.09,express,20.37
431.7,fog,High,12.06,express,20.91
916.9,fog,Low,13.76,express,13.22
1129.7,rain,Low,2.85,freight,17.5
576.2,rain,High,3.0,passenger,18.24
1659.6,fog,Low,18.12,express,17.85
1098.5,fog,Medium,0.84,passenger,18.05
383.1,rain,Low,1.76,freight,13.44
1900.7,rain,Low,14.17,passenger,16.33
1413.0,rain,Low,11.88,express,11.33
1810.5,clear,Low,8.89,express,10.85
833.3,fog,Medium,20.19,passenger,22.14
1193.8,clear,Medium,4.1,express,15.96
890.2,clear,Low,8.76,freight,17.23
42.5,clear,Medium,11.55,passenger,11.9
681.8,clear,Medium,12.33,express,10.12
742.1,clear,Low,13.26,express,8.77
923.3,clear,Low,4.72,express,8.87
1110.3,fog,Medium,34.88,passenger,32.99
1830.4,clear,Low,23.4,freight,19.78
1501.5,clear,Medium,8.88,express,15.13
1744.4,clear,High,19.27,passenger,19.77
676.6,storm,Low,1.5,passenger,19.65
1078.0,clear,Low,0.56,express,5.84
968.5,clear,Medium,24.46,freight,26.8
961.3,clear,Medium,1.72,express,19.09
1271.8,clear,High,9.38,freight,25.25
631.5,rain,Medium,1.44,passenger,17.96
415.2,clear,Low,3.02,express,6.66
300.2,rain,High,9.75,passenger,19.87
79.0,clear,Medium,14.43,passenger,12.13
1194.1,fog,Low,3.19,freight,22.65
1130.7,clear,Medium,11.53,passenger,13.32
1272.0,clear,Low,35.45,freight,24.65
1240.1,clear,High,39.11,freight,31.22
1399.0,clear,Medium,1.01,freight,15.17
1241.7,rain,High,33.67,freight,38.27
378.1,clear,Low,10.14,express,10.21
251.9,clear,Medium,40.97,freight,25.4
1281.2,clear,High,2.2,passenger,28.07
1163.6,fog,High,17.24,freight,40.73
1374.9,clear,Medium,5.48,freight,19.39
505.8,storm,High,16.87,express,24.38
498.2,clear,Low,12.49,freight,14.18
1694.6,fog,High,0.23,freight,35.56
132.8,rain,Medium,3.9,freight,24.86
1010.4,rain,Low,2.55,passenger,12.48
1352.0,clear,Low,19.19,express,17.76
960.0,rain,Low,31.57,express,18.16
1687.0,clear,Medium,4.71,passenger,13.83
1662.2,rain,Low,17.77,passenger,17.25
817.2,fog,Medium,5.68,express,11.88
1711.6,clear,High,8.97,passenger,17.6
801.8,clear,High,4.58,passenger,23.18
1352.8,rain,Medium,34.44,express,31.81
1401.1,rain,Low,26.95,express,17.08
954.9,fog,Medium,2.09,freight,30.9
1406.4,clear,Medium,11.46,express,14.04
1756.3,fog,Medium,1.59,freight,26.56
1424.5,rain,High,4.89,freight,32.5
1971.1,clear,High,1.11,express,10.33
214.9,clear,High,2.85,express,8.89
1529.5,storm,Medium,52.76,passenger,40.24
1560.8,clear,Low,24.73,express,15.87
1076.4,fog,Medium,10.84,freight,29.5
593.2,clear,Medium,1.41,express,6.22
1518.9,clear,Low,11.1,freight,14.51
843.5,clear,Low,8.26,freight,12.58
278.6,fog,Low,3.69,passenger,16.05
363.1,rain,High,7.76,freight,27.98
762.0,clear,Medium,35.52,express,18.71
244.1,clear,Low,1.24,freight,10.29
1937.9,clear,Low,18.68,freight,17.71
991.8,fog,High,1.0,freight,36.22
1940.1,rain,Low,13.97,passenger,17.66
1450.3,clear,Low,0.58,passenger,9.62
1379.3,rain,Low,0.45,express,22.96
982.4,fog,Low,5.31,passenger,14.05
1955.7,fog,Medium,69.91,passenger,44.16
