temperature,vibration,usage_hours,last_service_days,fault_history,risk_score,status
69.29,1.6274,36772.6,228,3,43.93,Critical
73.07,2.526,8069.1,119,13,33.97,Warning
69.16,3.3347,7814.6,11,8,23.25,Healthy
87.51,5.1944,25736.0,356,7,56.34,Critical
66.12,0.3307,39212.5,273,13,47.9,Critical
36.73,4.5866,18813.3,232,2,27.66,Healthy
75.33,3.0936,30958.9,79,10,45.65,Critical
89.04,1.2419,35904.5,350,11,55.37,Critical
63.53,0.6602,23364.0,233,9,37.94,Warning
58.39,1.8341,7768.3,167,4,25.09,Healthy
65.18,0.6293,17455.0,334,6,29.15,Healthy
39.44,2.945,39585.5,247,12,45.11,Critical
58.78,0.7843,39991.1,289,2,42.58,Critical
62.91,0.4571,35551.1,277,10,49.19,Critical
84.86,2.7183,25806.6,305,8,47.83,Critical
67.27,2.9016,32174.9,6,0,29.83,Healthy
85.11,0.977,21163.4,94,1,32.92,Healthy
53.96,0.9415,26689.1,344,9,37.58,Warning
111.55,0.3304,13051.5,236,8,42.63,Critical
61.24,0.9096,41878.6,23,13,40.0,Warning
58.69,1.6254,43142.1,173,1,30.41,Healthy
94.06,1.5755,44427.9,12,3,38.81,Warning
57.54,9.2071,2007.8,342,5,36.91,Warning
78.47,3.1505,25164.5,272,14,51.03,Critical
116.74,0.8476,34586.9,79,3,40.6,Warning
66.39,0.4156,37273.5,88,8,34.77,Warning
45.3,11.1159,30427.4,123,1,35.5,Warning
75.01,10.4439,21229.0,213,2,38.48,Warning
64.17,0.3835,44821.0,202,10,38.44,Warning
60.27,0.6143,11364.8,284,13,41.92,Warning
82.0,0.4676,14828.3,84,2,31.14,Healthy
89.55,1.5192,1508.9,119,10,25.15,Healthy
80.48,6.5962,29704.5,355,12,55.85,Critical
79.53,1.53,17319.3,300,0,37.05,Warning
51.53,6.5317,29015.6,242,6,45.14,Critical
66.28,2.0014,7313.2,241,2,22.76,Healthy
86.36,1.1092,36953.7,63,0,35.82,Warning
57.45,0.8509,9697.5,164,14,26.31,Healthy
80.96,7.7129,22507.1,278,3,44.49,Critical
60.36,2.0746,28296.4,306,2,41.8,Warning
87.67,1.5018,9930.2,125,14,41.08,Warning
60.47,6.769,40984.5,192,1,42.59,Critical
85.74,3.4584,44359.2,269,0,51.09,Critical
85.71,2.9021,27377.0,68,10,40.9,Warning
74.68,10.9746,2374.7,263,2,38.18,Warning
71.53,0.2356,981.3,221,11,32.34,Healthy
55.31,3.3042,2201.9,301,13,30.13,Healthy
53.74,5.4625,5705.4,254,1,26.8,Healthy
106.04,1.2319,30231.4,189,5,47.53,Critical
61.53,1.9629,21531.5,240,1,31.78,Healthy
45.15,0.9891,1582.4,207,5,19.99,Healthy
78.49,1.4429,16637.2,298,13,40.54,Warning
66.22,6.6934,18641.8,88,13,43.84,Critical
75.5,0.3265,1935.6,215,9,27.82,Healthy
73.71,1.5696,47486.2,36,13,43.73,Critical
55.72,0.7424,47562.6,166,5,37.0,Warning
43.31,2.0958,29813.4,174,1,29.93,Healthy
73.1,3.4274,13500.6,80,14,35.0,Warning
91.7,0.7427,3556.2,187,3,28.35,Healthy
68.18,0.3429,36067.9,339,7,49.76,Critical
77.31,0.2562,19609.5,206,14,40.81,Warning
85.27,7.7364,16933.1,296,3,49.46,Critical
64.95,0.3574,17971.0,291,6,34.3,Warning
62.11,7.5503,38705.4,38,8,40.45,Warning
65.27,2.1182,3045.8,157,6,20.35,Healthy
86.93,3.4197,36966.7,342,9,54.55,Critical
81.29,0.5418,10899.2,297,12,40.84,Warning
77.78,4.3513,2610.7,173,12,33.42,Healthy
54.94,0.2065,17543.9,213,12,28.72,Healthy
102.29,1.2445,44033.7,53,5,39.71,Warning
74.87,1.7546,46593.5,136,5,42.01,Warning
70.14,4.3592,5407.9,261,0,31.33,Healthy
84.03,1.1552,28385.0,122,14,48.08,Critical
84.03,0.7136,18631.6,334,2,35.59,Warning
72.28,4.0353,19333.0,44,9,31.13,Healthy
83.91,8.4424,10015.9,299,4,48.69,Critical
103.28,1.6974,3856.3,227,13,39.52,Warning
82.78,8.8602,11032.7,299,13,46.34,Critical
70.73,1.7844,19122.5,30,13,31.58,Healthy
58.18,0.5235,31705.0,7,1,22.16,Healthy
57.98,1.4735,9388.9,273,9,33.27,Healthy
62.17,1.6399,14186.5,64,12,31.74,Healthy
64.8,1.3674,28793.9,169,5,32.38,Healthy
55.38,2.5032,20373.7,24,5,24.41,Healthy
69.66,0.3036,6694.8,197,1,23.33,Healthy
71.79,0.115,30165.2,42,1,22.97,Healthy
58.36,4.2077,46782.9,241,8,51.14,Critical
48.21,2.6634,41197.9,128,2,33.2,Healthy
87.77,0.3051,27909.9,164,14,46.76,Critical
85.1,6.0205,28715.9,320,14,57.7,Critical
69.17,0.8397,32323.5,26,5,31.48,Healthy
74.59,0.7644,46003.4,20,11,40.42,Warning
76.25,1.1415,32199.9,204,11,43.78,Critical
84.77,4.8335,13187.9,14,6,25.5,Healthy
82.5,1.4909,17727.8,196,14,41.69,Warning
72.03,7.4571,9961.7,105,11,32.8,Healthy
67.39,3.2747,22690.4,83,2,32.07,Healthy
62.66,2.178,12506.0,115,2,29.35,Healthy
82.14,6.2621,27954.4,340,9,52.76,Critical
101.06,0.3884,27056.3,72,8,37.47,Warning
75.61,0.3398,25042.9,56,7,29.71,Healthy
86.1,5.5168,24748.4,199,10,46.39,Critical
91.28,1.6816,39207.2,201,1,46.13,Critical
73.52,0.3248,35252.8,200,2,35.1,Warning
46.53,0.903,45003.7,357,7,47.04,Critical
64.41,8.254,45200.3,55,10,46.72,Critical
89.52,2.1798,11801.1,285,7,38.5,Warning
71.56,0.6904,11902.0,278,1,29.36,Healthy
91.23,6.859,18744.0,246,7,46.27,Critical
61.58,2.7854,15514.1,65,11,31.1,Healthy
82.7,0.1124,34057.7,27,1,31.91,Healthy
63.22,3.6954,46821.2,203,0,45.32,Critical
64.01,4.1087,46840.8,112,2,41.59,Warning
84.66,0.3045,10781.0,89,8,30.03,Healthy
83.99,1.7748,16603.8,276,11,39.83,Warning
53.84,1.4648,25392.4,316,8,35.56,Warning
85.64,1.7471,49291.9,185,11,49.23,Critical
75.95,0.8484,21421.1,112,0,20.77,Healthy
84.88,2.313,38272.3,248,2,48.13,Critical
86.08,1.6661,16221.3,146,5,32.7,Healthy
78.11,3.5794,36014.4,74,11,51.94,Critical
89.83,2.7759,33948.6,313,12,54.0,Critical
68.31,0.5802,25520.4,358,10,44.73,Critical
88.79,3.7027,4114.7,145,9,27.45,Healthy
42.24,0.0889,48802.3,234,9,38.04,Warning
72.57,0.5609,26004.0,35,6,24.71,Healthy
65.46,2.4992,172.7,234,11,32.17,Healthy
75.59,1.5404,49289.6,0,2,36.88,Warning
96.09,1.0849,21638.4,86,12,39.99,Warning
95.57,1.6886,30636.8,135,10,46.27,Critical
90.19,1.7198,28746.8,16,6,37.94,Warning
76.73,0.5673,22119.8,310,7,41.72,Warning
46.99,2.5114,40671.9,128,3,34.92,Warning
79.7,1.2459,9442.3,134,11,34.14,Warning
78.46,1.7166,30721.6,172,4,39.47,Warning
67.47,0.5686,24266.1,217,4,35.22,Warning
67.45,1.5574,155.0,94,6,18.45,Healthy
100.53,1.0614,34063.7,127,12,51.83,Critical
92.23,5.6532,6770.9,116,10,44.53,Critical
68.2,4.4307,9976.4,232,4,32.05,Healthy
87.72,0.1524,45105.1,85,13,46.05,Critical
82.26,3.9695,15536.9,133,11,32.27,Healthy
73.76,3.4508,21043.2,84,9,36.87,Warning
64.2,0.9508,29849.0,36,3,29.06,Healthy
76.56,5.7712,24063.8,17,0,32.47,Healthy
71.73,4.7463,17025.8,62,13,38.7,Warning
46.79,1.6578,46027.4,50,5,26.59,Healthy
74.17,0.1418,2949.0,127,6,18.57,Healthy
99.94,3.5985,29401.9,103,10,51.79,Critical
56.83,1.0987,5990.5,35,0,17.51,Healthy
83.2,3.296,43148.0,144,11,49.84,Critical
87.08,0.7943,33701.5,325,0,43.96,Critical
66.73,1.5041,44174.4,71,4,31.67,Healthy
84.8,4.4836,22576.9,316,11,45.21,Critical
105.92,1.7585,38054.4,154,9,44.82,Critical
81.48,0.8364,26216.1,63,11,37.18,Warning
77.41,0.4296,44202.3,351,10,52.64,Critical
75.44,0.7669,176.2,255,14,32.61,Healthy
90.53,1.5586,19900.2,221,12,43.94,Critical
81.74,4.7337,42862.0,134,4,44.04,Critical
83.7,0.4614,16543.9,85,9,29.2,Healthy
65.81,0.8146,5340.1,363,6,31.22,Healthy
68.63,0.4326,26828.1,182,3,27.13,Healthy
88.44,1.6025,12948.4,282,9,41.24,Warning
108.66,1.6541,13962.6,54,0,29.59,Healthy
93.87,6.6717,37626.7,13,13,46.99,Critical
87.04,0.4368,6235.9,267,6,33.29,Healthy
63.32,2.0993,47710.2,363,2,44.3,Critical
83.57,1.3165,9524.1,140,5,29.84,Healthy
66.41,3.1497,40932.2,287,9,47.89,Critical
94.4,1.1158,5611.1,10,11,28.77,Healthy
68.03,3.3089,20624.6,110,11,34.03,Warning
43.37,2.9982,27017.8,110,14,34.3,Warning
114.13,3.4065,26105.3,300,13,57.97,Critical
81.31,1.9173,36085.5,101,6,38.23,Warning
72.33,3.6942,6328.8,283,13,41.4,Warning
82.55,1.187,33403.9,334,0,41.06,Warning
50.04,1.1507,7637.5,340,0,23.35,Healthy
69.73,0.3024,21901.9,138,8,31.06,Healthy
60.75,0.0446,14206.7,144,11,26.02,Healthy
60.88,1.1231,32072.6,195,4,35.05,Warning
63.38,0.5269,35944.2,191,1,33.91,Warning
86.33,1.337,1315.5,305,6,31.94,Healthy
77.72,2.1111,10287.9,193,6,25.48,Healthy
74.35,1.0153,41009.2,277,7,47.5,Critical
65.48,0.2619,30125.5,333,3,38.7,Warning
68.12,8.8746,24962.5,289,13,54.25,Critical
67.71,6.2206,48898.6,61,1,41.8,Warning
79.9,2.9925,30258.1,75,3,31.44,Healthy
84.55,11.6333,38706.7,212,4,54.8,Critical
76.21,0.8077,16475.4,106,14,31.74,Healthy
73.68,0.48,1430.4,196,6,22.86,Healthy
87.34,2.3618,45608.2,340,1,52.56,Critical
89.04,0.6768,10491.7,148,7,29.8,Healthy
69.51,1.0785,40336.9,94,5,37.11,Warning
71.62,0.1184,13253.7,133,2,24.32,Healthy
86.11,0.931,16030.4,253,9,35.18,Warning
96.49,0.656,1992.5,58,7,27.95,Healthy
89.25,5.451,29797.4,290,12,55.16,Critical
84.61,4.4019,19711.8,165,6,36.57,Warning
81.03,3.1324,9864.6,275,4,33.27,Healthy
58.87,2.2912,17219.4,169,13,38.52,Warning
61.94,0.5548,29153.7,150,0,27.88,Healthy
78.15,2.2835,4687.7,232,5,35.43,Warning
70.42,3.7274,1040.0,107,10,29.35,Healthy
82.15,2.6485,26837.1,236,14,45.11,Critical
81.26,0.5799,7563.3,5,5,19.92,Healthy
88.66,4.5413,15612.4,186,13,44.01,Critical
61.21,1.3499,37113.1,52,4,34.56,Warning
78.32,3.8717,13518.0,93,13,39.43,Warning
50.66,0.225,39245.1,320,2,30.61,Healthy
69.89,1.0987,21516.3,158,6,27.14,Healthy
90.2,3.6449,24401.7,314,0,46.87,Critical
60.99,1.226,38439.3,118,7,40.83,Warning
72.44,2.9503,39504.5,244,4,40.16,Warning
57.86,1.5369,7425.8,70,0,13.86,Healthy
78.75,2.8261,19795.2,143,2,32.17,Healthy
105.89,2.6856,43112.1,259,8,56.72,Critical
55.82,2.5418,48999.7,340,2,44.41,Critical
69.4,0.2108,49067.8,99,8,42.45,Critical
84.64,3.4521,26652.7,234,3,40.17,Warning
91.46,0.9051,2711.3,199,6,31.04,Healthy
81.5,0.1556,5990.0,242,14,34.83,Warning
87.91,1.3563,49514.7,327,4,55.6,Critical
62.35,1.3459,47286.1,252,14,51.21,Critical
77.83,5.358,11962.3,191,12,38.14,Warning
71.29,0.3935,20121.0,96,2,26.17,Healthy
61.04,5.797,4947.9,9,10,26.16,Healthy
73.17,1.1843,41597.4,330,2,47.19,Critical
63.36,0.3941,15971.4,274,6,35.01,Warning
59.38,3.4709,17226.4,298,11,45.09,Critical
77.69,3.5705,28198.4,278,13,51.18,Critical
103.65,1.4424,22906.2,184,0,32.98,Healthy
55.55,0.9945,16518.6,61,2,18.3,Healthy
57.18,1.0683,26342.6,312,4,30.66,Healthy
78.84,1.1381,18711.3,67,7,28.04,Healthy
51.39,5.4005,46954.0,247,14,51.98,Critical
63.35,0.0995,46319.4,137,7,33.92,Warning
82.59,2.3099,32440.8,343,6,50.79,Critical
65.51,4.869,3500.2,270,13,36.6,Warning
74.52,11.2959,4197.4,64,10,39.71,Warning
99.42,0.2046,37030.2,184,9,48.42,Critical
83.99,4.873,39676.0,185,11,47.33,Critical
53.9,1.4824,2732.9,102,6,21.31,Healthy
65.93,5.9107,7373.5,341,9,40.73,Warning
101.05,2.7559,13319.2,191,1,34.54,Warning
73.52,2.4336,40509.7,46,7,33.55,Healthy
54.98,0.6785,22119.2,44,3,19.57,Healthy
82.48,3.294,22242.7,211,14,48.63,Critical
82.8,10.7264,41281.0,52,6,50.19,Critical
102.63,0.8426,9419.3,276,7,37.34,Warning
81.68,0.7411,26321.9,45,12,34.55,Warning
87.54,0.1823,48035.1,332,11,54.04,Critical
94.74,0.2864,18409.0,282,2,36.24,Warning
51.25,2.6147,2295.9,67,0,13.37,Healthy
73.19,1.7299,9886.7,230,10,36.3,Warning
71.39,0.2743,25638.4,110,9,34.42,Warning
73.53,7.927,2898.7,321,7,39.25,Warning
72.22,5.1325,18505.0,188,14,43.01,Critical
68.33,0.0025,9547.8,243,0,30.05,Healthy
88.72,2.9306,31241.5,19,9,37.9,Warning
67.7,0.0164,8178.2,246,11,29.45,Healthy
95.0,0.0607,29639.9,205,1,36.71,Warning
60.37,5.3384,4886.2,0,4,22.09,Healthy
65.69,4.8259,2475.1,14,10,22.33,Healthy
41.58,0.2803,23226.4,219,11,35.94,Warning
52.22,3.7648,42604.7,57,8,35.31,Warning
103.71,2.3862,28406.2,131,5,38.73,Warning
56.65,0.6911,36599.4,188,11,39.06,Warning
76.42,1.265,23305.5,310,11,40.56,Warning
85.18,1.1241,16851.7,217,5,40.08,Warning
81.24,0.0215,20888.1,266,7,45.11,Critical
96.06,10.6767,30839.6,298,2,52.52,Critical
110.62,1.3482,13637.1,53,7,37.09,Warning
71.61,2.3102,48052.7,191,13,50.37,Critical
70.36,1.4972,37984.6,37,9,38.36,Warning
90.77,1.6838,30462.0,168,1,39.06,Warning
64.95,0.9927,44691.2,66,10,34.82,Warning
49.91,2.0121,29030.1,4,11,26.75,Healthy
79.68,0.1733,13510.6,332,13,40.26,Warning
64.79,0.6308,11272.3,353,5,30.3,Healthy
67.79,0.1619,7846.2,233,8,29.61,Healthy
65.2,5.8394,4221.9,111,0,22.55,Healthy
71.06,0.3205,213.0,171,9,25.06,Healthy
78.94,0.0092,38836.9,356,4,41.34,Warning
60.79,3.3335,15385.2,197,3,28.8,Healthy
120.19,0.3532,14440.3,306,12,46.42,Critical
40.41,0.7239,47245.9,122,4,33.53,Healthy
94.9,4.2261,18371.4,346,5,51.81,Critical
70.3,1.1126,11228.4,335,1,38.03,Warning
64.02,1.5144,19981.8,183,1,27.99,Healthy
71.4,0.3547,25695.3,88,14,32.87,Healthy
89.75,5.7013,18967.1,357,10,52.56,Critical
69.06,4.9784,47601.7,155,14,49.3,Critical
72.97,2.5069,48238.0,313,14,56.31,Critical
71.22,0.1975,48363.0,15,8,41.26,Warning
61.81,0.8743,39848.6,339,2,43.8,Critical
91.5,2.392,29972.6,22,5,37.94,Warning
84.77,2.761,2418.5,13,8,26.8,Healthy
77.96,0.2986,28622.6,44,1,25.13,Healthy
90.23,12.5,27893.4,146,13,56.58,Critical
88.96,14.0476,35247.6,99,2,54.73,Critical
79.51,1.1499,46474.6,42,5,33.98,Warning
71.46,0.1654,678.5,227,1,23.03,Healthy
74.78,0.6015,22138.3,295,1,40.09,Warning
83.19,2.8896,1190.4,172,10,33.29,Healthy
92.98,3.8789,43562.9,276,5,54.89,Critical
75.21,1.4595,23234.0,354,0,37.66,Warning
85.81,3.1831,29459.7,196,7,43.72,Critical
84.29,4.8568,44185.8,267,10,60.9,Critical
52.57,1.112,29871.0,218,10,38.8,Warning
55.3,0.3088,30892.1,166,4,25.14,Healthy
95.65,1.7125,20867.9,360,6,49.75,Critical
69.7,0.2996,19602.5,81,2,29.51,Healthy
61.46,0.8088,19378.5,293,13,39.96,Warning
97.1,2.5175,37938.5,117,12,49.58,Critical
54.38,2.5382,24397.3,10,10,24.2,Healthy
93.57,6.1978,16013.6,87,0,34.31,Warning
85.23,1.5541,25581.5,358,12,50.11,Critical
79.15,0.7138,5480.1,285,5,29.66,Healthy
61.14,4.4198,32459.3,21,0,28.12,Healthy
86.41,0.0073,10957.6,334,2,37.76,Warning
63.54,3.5408,12644.2,129,7,30.0,Healthy
83.12,0.9517,21222.5,31,4,26.74,Healthy
77.9,0.9462,14979.5,181,12,43.16,Critical
78.24,2.2155,44460.8,40,12,40.25,Warning
60.8,8.7542,24395.5,63,14,43.29,Critical
55.2,3.6032,40439.5,140,12,46.69,Critical
71.27,0.7849,38695.0,98,9,32.78,Healthy
83.79,1.1097,29313.5,199,9,41.53,Warning
69.26,0.3115,2325.2,95,10,23.82,Healthy
52.79,1.379,24310.0,310,6,42.56,Critical
81.07,1.1173,22656.9,341,11,42.0,Warning
76.58,3.4444,3006.0,113,13,31.55,Healthy
75.95,2.4033,4450.5,303,9,34.22,Warning
73.64,3.4051,757.1,53,9,32.57,Healthy
55.58,2.4317,15158.0,252,8,34.27,Warning
64.27,3.3326,38539.7,193,1,41.12,Warning
72.86,3.0316,39055.6,210,11,44.98,Critical
86.51,2.7718,1133.2,174,13,36.96,Warning
78.56,0.1958,788.6,342,3,29.91,Healthy
77.61,0.1933,10391.9,247,14,41.29,Warning
106.63,1.3917,2898.1,335,13,46.8,Critical
79.42,1.0081,37988.7,125,6,38.29,Warning
63.28,1.6623,14191.4,282,12,39.39,Warning
78.06,12.3827,11559.8,361,1,48.85,Critical
35.56,0.6271,4531.0,45,7,10.21,Healthy
74.01,10.6586,39196.7,268,12,62.3,Critical
71.93,0.2841,33770.5,98,9,36.66,Warning
51.43,7.5024,30211.8,134,2,39.11,Warning
51.77,0.2164,5708.8,69,13,22.35,Healthy
85.96,1.5734,46171.5,199,11,52.62,Critical
70.6,4.4389,25325.7,2,7,30.64,Healthy
66.68,7.2432,16574.5,159,14,43.9,Critical
83.58,1.9626,13220.8,36,9,24.44,Healthy
79.11,1.6248,13684.1,192,13,36.28,Warning
86.3,4.612,27161.3,115,12,46.02,Critical
66.18,0.1182,23337.5,131,3,31.87,Healthy
76.83,0.1525,25815.8,49,0,25.57,Healthy
105.96,0.6212,31960.0,1,14,41.25,Warning
81.16,4.4423,41569.4,334,0,48.26,Critical
70.2,2.3127,47686.3,179,0,38.66,Warning
86.88,0.1864,7356.7,165,5,33.95,Warning
84.86,3.5342,36744.4,121,6,38.14,Warning
103.99,0.3359,8042.8,28,5,29.13,Healthy
72.18,3.8824,36440.3,257,12,49.36,Critical
79.07,2.3879,1839.6,26,14,24.95,Healthy
88.59,0.0786,9282.9,19,4,25.14,Healthy
81.71,3.3702,11843.8,213,13,45.91,Critical
70.18,0.1779,21242.1,97,9,34.89,Warning
94.33,0.0058,31696.1,342,12,54.73,Critical
44.07,1.1945,36514.7,127,9,28.31,Healthy
76.48,0.4353,48703.4,327,0,41.57,Warning
79.8,1.0977,38737.4,286,13,54.35,Critical
56.23,1.4143,23423.1,59,8,27.51,Healthy
81.45,2.8143,19444.3,149,1,32.26,Healthy
70.22,1.6475,7176.6,171,4,26.05,Healthy
63.88,2.4031,31439.3,279,14,48.93,Critical
68.93,9.3262,19332.6,190,6,43.49,Critical
101.47,0.2486,18368.0,227,0,33.12,Healthy
83.02,1.8083,45206.2,18,14,49.2,Critical
43.3,1.6574,19133.2,357,11,40.68,Warning
81.36,12.5147,23966.2,357,4,56.87,Critical
76.27,0.8339,11334.8,203,0,20.37,Healthy
67.09,4.525,23465.1,5,7,29.08,Healthy
72.56,0.2389,7989.4,63,2,22.41,Healthy
60.88,2.1942,48573.6,115,1,33.63,Healthy
80.92,1.9302,8522.6,107,2,26.36,Healthy
66.47,1.9486,44728.7,146,10,43.09,Critical
70.63,2.1784,6625.0,248,4,30.32,Healthy
59.49,12.5918,4332.3,290,2,42.74,Critical
97.21,10.6985,31684.6,192,7,61.4,Critical
38.63,0.9558,43887.0,268,12,40.6,Warning
70.05,5.4477,42800.1,255,2,45.26,Critical
28.94,2.5424,8904.0,22,13,20.92,Healthy
78.42,1.7235,26938.5,224,12,40.35,Warning
58.41,0.0841,17885.5,255,11,36.28,Warning
80.75,3.4131,37105.5,304,11,54.31,Critical
63.71,2.0139,43231.8,208,9,40.27,Warning
103.27,0.464,35970.1,157,11,49.88,Critical
98.66,9.7651,42210.1,235,1,54.03,Critical
63.27,5.8238,13433.1,236,10,37.54,Warning
93.76,2.3941,6388.0,192,11,35.91,Warning
83.93,2.8788,37926.4,324,1,44.91,Critical
78.9,4.6816,7611.8,61,12,41.8,Warning
61.35,1.6748,20259.5,356,12,44.46,Critical
70.79,0.1342,10799.6,308,10,39.06,Warning
80.4,1.7625,13193.7,337,8,36.31,Warning
93.21,1.6317,6293.9,38,11,29.29,Healthy
61.44,1.1754,44976.0,94,5,32.46,Healthy
78.18,0.6212,48088.4,287,13,53.17,Critical
53.86,2.3024,18333.7,325,12,40.0,Warning
87.25,0.8388,30841.7,146,9,38.57,Warning
82.43,0.6761,1320.2,61,10,17.4,Healthy
80.16,5.7075,3943.3,57,7,27.55,Healthy
80.15,0.0022,44990.0,306,1,44.8,Critical
66.76,1.1335,39261.6,203,0,29.29,Healthy
83.03,3.3301,28641.9,114,7,40.42,Warning
80.02,7.8587,17592.3,56,1,35.61,Warning
68.05,0.4631,412.1,242,11,29.57,Healthy
65.78,4.5379,22512.2,202,1,38.52,Warning
91.01,0.5919,43971.3,147,8,42.54,Critical
67.02,0.5625,17609.8,155,12,34.47,Warning
84.06,0.0362,22185.2,171,0,32.02,Healthy
64.85,0.2358,18930.7,174,3,33.56,Healthy
65.66,1.4813,29295.0,345,8,48.02,Critical
84.99,2.1585,46214.9,317,11,54.69,Critical
104.01,2.1607,8868.2,14,9,33.5,Healthy
78.38,4.1375,36734.3,206,11,43.46,Critical
74.99,0.0583,31314.9,168,3,33.29,Healthy
85.46,3.1807,6955.3,97,1,27.63,Healthy
62.64,5.0999,41188.4,47,7,42.69,Critical
77.88,2.0741,23406.5,83,4,28.99,Healthy
67.7,0.7105,33059.9,147,13,43.97,Critical
53.12,0.9181,45919.9,162,0,33.23,Healthy
100.35,0.0493,19477.8,332,12,47.36,Critical
70.02,1.5773,14850.5,284,10,38.92,Warning
64.84,2.1069,49115.7,48,4,38.87,Warning
69.24,5.9783,41284.0,256,0,47.08,Critical
60.41,2.0101,38070.5,20,1,32.13,Healthy
70.43,0.7651,27149.6,298,14,47.3,Critical
33.68,2.6614,39599.7,54,0,22.19,Healthy
79.17,4.1906,10317.5,193,7,35.87,Warning
49.96,5.4706,26992.0,41,12,38.97,Warning
45.64,0.7918,32033.3,242,4,31.72,Healthy
93.95,5.1694,5989.8,28,4,33.37,Healthy
84.6,0.4651,21775.8,27,1,30.2,Healthy
55.26,1.505,9349.1,161,14,30.72,Healthy
92.08,1.2607,35738.5,157,9,44.53,Critical
81.8,4.3891,25278.3,227,0,40.71,Warning
73.23,3.2566,34687.6,197,7,44.4,Critical
72.93,0.5522,34873.9,139,0,24.66,Healthy
60.23,4.9008,16628.5,309,1,39.51,Warning
68.37,7.0886,28530.0,5,1,34.0,Warning
108.63,1.7324,10454.7,117,6,38.98,Warning
73.24,7.0897,14635.6,143,4,35.13,Warning
64.11,7.2346,15639.8,303,4,40.17,Warning
82.69,0.1965,21236.3,212,1,33.71,Healthy
78.64,0.768,2591.6,146,8,20.64,Healthy
59.57,2.4801,18283.1,268,4,33.31,Healthy
69.24,0.0538,21106.5,136,8,28.3,Healthy
57.63,1.2027,26862.7,160,9,28.19,Healthy
102.17,9.363,34207.8,294,6,60.26,Critical
82.9,0.9523,2174.7,349,5,31.91,Healthy
59.85,3.69,37487.4,308,14,54.02,Critical
74.99,0.8948,35631.9,340,0,41.01,Warning
97.42,0.88,46364.2,144,3,45.43,Critical
79.4,3.0053,44369.5,188,8,47.12,Critical
75.29,0.6621,10881.2,219,14,34.53,Warning
79.68,0.9333,21014.4,101,3,30.51,Healthy
59.36,1.747,23055.9,219,5,31.89,Healthy
82.77,2.3211,97.5,299,0,27.28,Healthy
56.3,0.5695,25936.3,154,5,27.55,Healthy
80.64,0.797,18330.6,259,2,35.75,Warning
96.45,0.2715,26472.8,180,3,38.03,Warning
72.88,0.971,43131.9,180,14,48.32,Critical
83.87,10.4429,31990.7,89,5,48.56,Critical
65.27,3.8357,13170.1,147,5,29.03,Healthy
80.83,0.2771,25576.7,269,3,38.87,Warning
60.0,2.2562,5655.5,186,8,28.2,Healthy
37.24,0.7568,10377.4,123,9,21.71,Healthy
77.15,1.4207,45458.2,109,7,39.28,Warning
84.41,0.6609,24319.0,312,7,47.35,Critical
69.87,3.73,28456.0,101,9,37.95,Warning
64.36,1.7102,31188.9,321,7,41.47,Warning
73.2,1.2607,26895.3,172,12,39.23,Warning
81.94,0.0359,48914.1,321,11,56.82,Critical
97.39,1.738,24486.0,255,12,43.41,Critical
88.71,0.0045,26690.4,334,7,45.24,Critical
84.53,1.7664,48199.2,276,3,58.05,Critical
62.76,2.3815,1697.5,332,11,35.99,Warning
65.71,1.5964,5217.6,62,4,14.11,Healthy
37.34,4.7312,30390.2,359,9,42.62,Critical
72.46,1.3789,806.3,147,6,29.39,Healthy
78.06,10.1722,32761.6,212,0,47.56,Critical
101.03,2.1992,19816.6,123,1,33.92,Warning
30.66,0.9138,10003.4,237,14,23.19,Healthy
69.66,3.7842,49370.8,94,1,35.54,Warning
53.54,10.9365,23320.5,202,13,45.31,Critical
72.88,15.3698,29691.9,254,2,58.88,Critical
63.81,1.0285,16394.2,78,13,28.84,Healthy
109.09,7.4414,42010.7,254,8,64.09,Critical
95.15,1.1581,43129.4,27,9,42.41,Critical
77.86,1.0278,35855.5,317,8,44.61,Critical
76.63,0.1352,43695.0,21,7,35.84,Warning
39.97,0.2543,43093.6,160,6,29.35,Healthy
75.21,2.2467,1637.5,156,4,26.29,Healthy
68.56,1.4366,33497.7,42,5,31.53,Healthy
85.48,0.2052,5932.5,262,1,29.02,Healthy
63.9,3.8308,18279.6,294,6,37.74,Warning
58.34,1.6379,25818.2,191,5,35.28,Warning
91.88,2.5465,33450.6,259,5,50.27,Critical
64.73,0.7369,24620.1,313,11,31.88,Healthy
78.22,2.0922,2916.6,235,1,27.01,Healthy
83.86,3.3662,45650.8,293,3,51.9,Critical
104.21,3.7222,10823.8,275,8,45.33,Critical
75.61,0.811,44924.9,118,10,47.76,Critical
79.19,0.143,29578.8,104,10,36.88,Warning
88.99,4.3242,31900.9,353,7,50.27,Critical
93.2,5.6314,41982.0,319,13,66.88,Critical
61.24,7.5641,1028.4,11,11,25.79,Healthy
77.3,0.6036,17914.1,227,10,36.59,Warning
96.29,2.246,45787.8,145,6,46.87,Critical
52.81,4.8217,348.9,16,4,18.25,Healthy
84.08,2.1297,35694.6,161,12,48.59,Critical
24.42,0.2288,41146.0,228,0,23.56,Healthy
74.09,0.6715,14270.8,336,10,43.17,Critical
67.02,0.6805,3219.2,222,11,29.18,Healthy
82.87,2.8426,19351.9,75,13,39.76,Warning
78.84,2.3422,9002.9,219,7,34.83,Warning
73.77,2.1846,1294.8,72,3,18.88,Healthy
88.97,0.723,2819.2,76,8,27.31,Healthy
