alert_type,delay_impact,safety_risk,affected_trains,route_busy,peak_hour,priority
passenger_emergency,4.55,0.548,11,1,0,Critical
weather_alert,5.06,0.1581,16,0,0,Low
track_fault,22.56,0.1595,5,0,0,Low
engine_issue,21.96,0.5421,7,0,1,Critical
engine_issue,1.7,0.1081,14,1,0,Low
signal_failure,7.25,0.1033,4,0,1,Low
weather_alert,7.56,0.3429,2,0,0,Low
weather_alert,2.21,0.1578,12,1,1,Medium
weather_alert,4.84,0.2632,1,1,0,Low
engine_issue,0.49,0.2418,18,0,0,Medium
weather_alert,4.97,0.4394,13,1,0,Critical
passenger_emergency,8.82,0.0939,14,1,1,Medium
engine_issue,6.06,0.3993,10,0,1,High
engine_issue,22.79,0.3006,12,1,0,High
signal_failure,23.26,0.1604,19,0,0,Medium
weather_alert,12.41,0.0134,1,0,1,Low
passenger_emergency,5.45,0.0962,5,0,0,Low
weather_alert,0.64,0.0302,14,1,0,Low
passenger_emergency,2.17,0.3905,3,1,0,Medium
passenger_emergency,22.19,0.3153,5,1,0,High
weather_alert,1.19,0.6313,1,0,0,High
engine_issue,0.63,0.2652,2,0,0,Low
signal_failure,7.47,0.0992,9,0,1,Low
signal_failure,27.75,0.3058,13,1,0,High
track_fault,16.99,0.2886,2,0,1,Medium
engine_issue,26.0,0.3505,19,1,0,Critical
weather_alert,6.55,0.2509,15,0,0,Medium
engine_issue,9.73,0.4247,13,0,0,High
signal_failure,7.99,0.1794,2,0,1,Low
track_fault,17.61,0.3073,10,1,1,Critical
passenger_emergency,8.04,0.1853,18,0,0,Low
passenger_emergency,19.37,0.2325,5,0,0,Low
track_fault,7.26,0.1903,11,1,1,Medium
passenger_emergency,6.16,0.2991,11,1,0,High
weather_alert,11.2,0.3295,14,1,0,High
passenger_emergency,3.67,0.3514,18,0,0,High
passenger_emergency,109.71,0.1613,3,1,1,Critical
weather_alert,10.58,0.2617,2,0,0,Low
track_fault,12.1,0.2031,2,0,0,Low
weather_alert,11.74,0.1211,6,0,0,Low
track_fault,0.4,0.1527,7,0,0,Low
track_fault,12.98,0.3274,17,0,0,High
weather_alert,20.17,0.526,10,0,1,Critical
engine_issue,10.75,0.1225,15,1,1,Medium
engine_issue,12.91,0.2129,11,1,0,Medium
track_fault,10.91,0.5001,19,1,0,Critical
engine_issue,22.76,0.1037,7,0,1,Low
signal_failure,7.01,0.1645,13,0,0,Low
weather_alert,5.32,0.3158,6,0,1,Medium
engine_issue,8.67,0.3098,5,0,0,Low
passenger_emergency,11.26,0.676,19,1,0,Critical
engine_issue,9.06,0.2451,1,0,1,Low
engine_issue,9.52,0.2697,6,0,1,Medium
signal_failure,12.98,0.2679,8,1,0,Medium
signal_failure,0.38,0.2913,3,1,0,Medium
track_fault,56.47,0.0434,15,1,0,High
track_fault,9.1,0.2968,7,1,1,High
track_fault,11.7,0.2505,9,1,1,High
track_fault,23.08,0.5234,6,1,0,Critical
weather_alert,8.67,0.1699,17,1,1,High
signal_failure,15.24,0.1903,9,0,0,Low
track_fault,51.91,0.3877,15,0,0,Critical
signal_failure,12.64,0.413,12,0,0,High
track_fault,25.91,0.5237,19,0,1,Critical
weather_alert,17.81,0.7243,12,1,1,Critical
signal_failure,8.88,0.3699,19,1,1,Critical
track_fault,10.25,0.118,14,0,1,Medium
signal_failure,2.99,0.2686,2,1,1,Medium
passenger_emergency,12.38,0.0768,3,0,1,Low
weather_alert,9.33,0.074,16,0,1,Low
track_fault,7.66,0.5287,1,0,0,High
signal_failure,3.09,0.1499,4,0,1,Low
signal_failure,9.63,0.3068,16,0,0,Medium
engine_issue,34.07,0.2821,7,1,0,High
weather_alert,3.0,0.35,5,0,1,Medium
engine_issue,11.08,0.2239,4,1,0,Medium
passenger_emergency,4.51,0.2331,6,1,1,Medium
track_fault,5.79,0.5104,16,1,0,Critical
track_fault,0.5,0.5384,9,1,0,Critical
engine_issue,30.13,0.2903,19,1,0,Critical
track_fault,1.84,0.1635,14,0,1,Medium
passenger_emergency,11.07,0.3135,6,1,0,Medium
signal_failure,11.47,0.0981,4,1,1,Low
engine_issue,14.66,0.3254,18,0,0,High
engine_issue,2.7,0.5531,18,1,1,Critical
signal_failure,23.31,0.217,3,1,0,Medium
engine_issue,6.73,0.6626,7,0,1,Critical
engine_issue,8.61,0.2878,15,1,1,High
track_fault,2.34,0.3873,19,1,0,Critical
signal_failure,3.12,0.4224,18,0,0,High
signal_failure,0.85,0.2589,6,0,0,Low
signal_failure,0.04,0.091,18,1,0,Low
engine_issue,29.75,0.2239,14,1,1,Critical
signal_failure,0.5,0.3177,9,0,0,Medium
passenger_emergency,8.98,0.5379,8,0,1,Critical
track_fault,35.72,0.1977,16,0,0,Medium
weather_alert,9.59,0.3108,16,0,1,High
weather_alert,2.27,0.4839,18,0,1,Critical
engine_issue,37.02,0.2505,9,1,0,High
passenger_emergency,18.94,0.6027,6,1,1,Critical
signal_failure,0.29,0.1994,17,1,0,Medium
track_fault,22.74,0.076,6,0,1,Low
track_fault,18.23,0.2868,15,0,0,Medium
signal_failure,27.36,0.1494,10,0,1,Medium
track_fault,15.83,0.1275,12,1,1,Medium
track_fault,3.44,0.2902,4,0,0,Low
weather_alert,16.13,0.2424,5,1,0,Medium
track_fault,18.81,0.6015,13,1,0,Critical
passenger_emergency,24.38,0.11,5,0,0,Low
weather_alert,7.58,0.1278,13,1,0,Low
passenger_emergency,8.64,0.4573,19,0,1,Critical
signal_failure,11.34,0.0917,2,0,0,Low
passenger_emergency,10.25,0.3305,18,0,0,High
weather_alert,8.68,0.1002,4,0,0,Low
passenger_emergency,4.93,0.4424,3,1,0,High
track_fault,2.53,0.2007,16,1,0,Medium
passenger_emergency,16.02,0.1949,4,0,1,Medium
engine_issue,22.99,0.2083,13,0,0,Medium
signal_failure,10.84,0.2514,3,0,0,Low
engine_issue,10.03,0.0821,2,1,0,Low
signal_failure,40.95,0.167,4,0,0,Medium
passenger_emergency,17.73,0.0619,10,1,0,Low
track_fault,9.39,0.1065,6,0,0,Low
track_fault,7.88,0.2091,5,0,1,Low
engine_issue,7.03,0.2133,16,1,0,Medium
engine_issue,12.72,0.5639,4,0,1,Critical
signal_failure,12.71,0.0916,2,0,1,Low
passenger_emergency,23.7,0.5756,3,0,0,Critical
passenger_emergency,3.59,0.2854,17,0,1,High
weather_alert,24.25,0.4632,10,0,1,Critical
weather_alert,17.08,0.2587,19,0,0,Medium
engine_issue,6.3,0.5124,16,1,0,Critical
engine_issue,4.37,0.4239,6,0,0,Medium
engine_issue,16.92,0.207,16,1,0,High
signal_failure,10.87,0.0753,9,0,0,Low
signal_failure,2.5,0.045,11,0,0,Low
track_fault,8.8,0.2856,11,0,1,High
engine_issue,18.32,0.1844,15,0,0,Medium
signal_failure,17.94,0.3604,4,1,1,Critical
signal_failure,12.53,0.6065,2,0,0,Critical
passenger_emergency,17.61,0.3668,14,0,1,Critical
track_fault,13.96,0.1108,19,0,1,Medium
engine_issue,12.47,0.1543,12,0,0,Low
engine_issue,4.73,0.2705,3,0,0,Low
weather_alert,18.91,0.4849,3,1,1,Critical
weather_alert,10.5,0.2709,11,0,1,Medium
track_fault,22.03,0.4528,18,1,1,Critical
passenger_emergency,17.01,0.0988,12,0,0,Low
track_fault,0.55,0.1717,6,1,0,Low
passenger_emergency,8.84,0.5042,12,0,0,High
engine_issue,6.75,0.1929,3,1,0,Low
signal_failure,4.83,0.3062,10,1,1,High
weather_alert,12.72,0.4957,19,0,0,Critical
signal_failure,4.26,0.1596,12,0,1,Low
weather_alert,2.5,0.2079,2,0,1,Low
signal_failure,2.55,0.1222,4,1,0,Low
track_fault,2.94,0.2676,2,0,0,Low
weather_alert,12.22,0.1769,8,0,1,Medium
passenger_emergency,40.88,0.4219,5,0,0,High
engine_issue,5.8,0.3078,19,0,0,Medium
signal_failure,25.41,0.268,7,1,1,High
track_fault,2.92,0.2194,1,0,0,Low
passenger_emergency,6.12,0.0828,9,1,1,Low
weather_alert,25.24,0.4122,15,1,1,Critical
signal_failure,17.61,0.3038,14,1,0,High
track_fault,18.02,0.2091,19,1,1,Critical
track_fault,21.93,0.3219,7,1,0,High
signal_failure,41.73,0.1427,10,1,1,High
passenger_emergency,16.09,0.3159,11,1,0,High
weather_alert,2.17,0.4883,1,0,1,High
signal_failure,23.0,0.2734,1,0,0,Low
weather_alert,20.72,0.2135,16,1,0,High
engine_issue,24.08,0.2288,8,1,1,High
signal_failure,5.23,0.52,14,0,0,Critical
engine_issue,11.58,0.1575,18,0,1,Medium
signal_failure,1.11,0.2204,5,1,1,Medium
track_fault,5.23,0.2697,15,0,1,High
passenger_emergency,8.67,0.0551,5,0,1,Low
weather_alert,6.71,0.2282,15,1,1,High
signal_failure,23.59,0.4932,4,0,1,Critical
passenger_emergency,6.55,0.0587,6,1,1,Low
engine_issue,64.96,0.1519,9,0,1,High
passenger_emergency,5.6,0.1703,10,1,0,Low
weather_alert,10.5,0.1322,1,0,0,Low
track_fault,1.09,0.1266,17,0,0,Low
engine_issue,12.36,0.1815,1,1,1,Medium
engine_issue,7.01,0.5097,17,1,1,Critical
weather_alert,54.34,0.1106,4,1,1,High
track_fault,10.21,0.1144,14,0,1,Low
track_fault,1.1,0.1636,14,1,0,Medium
track_fault,1.47,0.6168,9,1,1,Critical
track_fault,1.24,0.3357,11,1,0,High
signal_failure,5.67,0.3102,2,0,1,Medium
signal_failure,5.01,0.4927,18,0,0,Critical
passenger_emergency,49.42,0.1782,3,0,0,Medium
signal_failure,2.77,0.2242,13,1,0,Medium
passenger_emergency,15.37,0.0433,1,0,0,Low
signal_failure,7.25,0.2737,15,1,0,High
weather_alert,16.02,0.2415,7,1,0,Medium
track_fault,5.06,0.427,10,0,1,High
engine_issue,0.9,0.1178,1,1,1,Low
track_fault,3.28,0.5929,5,1,0,Critical
engine_issue,6.13,0.6304,9,0,1,Critical
engine_issue,31.72,0.1881,14,0,1,High
engine_issue,17.63,0.0649,12,0,1,Low
track_fault,3.42,0.2202,5,0,1,Low
engine_issue,8.6,0.4566,12,0,1,Critical
passenger_emergency,5.35,0.5375,5,0,0,High
engine_issue,0.33,0.4826,11,1,0,Critical
track_fault,2.26,0.5243,11,0,1,Critical
signal_failure,18.28,0.1075,5,1,0,Low
track_fault,13.07,0.0809,4,0,1,Low
signal_failure,6.99,0.133,10,1,0,Low
signal_failure,15.62,0.4287,12,0,1,Critical
passenger_emergency,25.37,0.4569,19,0,1,Critical
signal_failure,24.37,0.4224,10,1,1,Critical
engine_issue,2.02,0.2689,9,0,1,Medium
passenger_emergency,36.18,0.0658,10,1,0,Medium
passenger_emergency,2.56,0.1623,17,1,1,High
signal_failure,19.2,0.4055,6,1,1,Critical
signal_failure,1.57,0.1375,8,1,1,Medium
track_fault,3.33,0.1991,8,1,0,Low
engine_issue,19.68,0.3872,12,0,0,High
passenger_emergency,4.74,0.3339,14,1,0,High
track_fault,4.55,0.3301,10,0,1,High
signal_failure,38.42,0.3318,6,0,1,High
track_fault,2.47,0.32,14,0,1,High
passenger_emergency,13.43,0.4057,6,1,0,High
signal_failure,26.02,0.1494,18,0,0,Medium
track_fault,13.13,0.25,12,0,1,Medium
signal_failure,7.47,0.1356,9,0,1,Low
signal_failure,0.33,0.0501,5,0,0,Low
passenger_emergency,16.62,0.2574,15,1,0,High
signal_failure,16.42,0.8783,12,0,0,Critical
track_fault,12.38,0.2746,17,0,1,High
passenger_emergency,11.93,0.1783,14,0,0,Low
weather_alert,17.39,0.1564,16,0,0,Low
signal_failure,2.27,0.5766,2,1,1,Critical
engine_issue,6.68,0.2147,1,1,0,Low
passenger_emergency,31.53,0.4537,13,0,0,Critical
engine_issue,1.04,0.2143,1,0,1,Low
engine_issue,44.2,0.0773,17,1,0,High
engine_issue,21.11,0.4143,17,0,0,Critical
weather_alert,6.2,0.1302,12,0,1,Low
signal_failure,9.64,0.0919,14,1,0,Low
passenger_emergency,17.81,0.2863,9,1,1,High
passenger_emergency,1.19,0.2824,19,0,1,High
signal_failure,10.83,0.2811,1,1,1,High
passenger_emergency,14.09,0.3231,6,1,0,High
passenger_emergency,24.05,0.208,14,1,0,High
weather_alert,26.39,0.3536,15,0,1,Critical
track_fault,42.16,0.1594,5,1,1,High
engine_issue,11.0,0.397,16,0,1,Critical
passenger_emergency,28.32,0.5099,9,0,0,Critical
signal_failure,4.32,0.2624,17,0,0,Medium
passenger_emergency,11.54,0.4307,6,1,0,High
passenger_emergency,15.0,0.2467,14,1,1,High
weather_alert,8.47,0.3395,4,0,0,Medium
track_fault,13.07,0.3839,3,0,0,Medium
engine_issue,34.58,0.0926,14,0,1,Medium
signal_failure,15.66,0.4824,13,1,0,Critical
passenger_emergency,9.99,0.3735,6,1,0,High
track_fault,32.61,0.0983,12,0,0,Low
signal_failure,35.43,0.1246,18,0,0,Medium
weather_alert,12.32,0.2293,7,1,1,High
weather_alert,9.71,0.2036,10,0,0,Low
weather_alert,24.75,0.4288,4,0,0,High
signal_failure,39.95,0.2662,10,0,1,High
weather_alert,8.2,0.2485,17,0,0,Medium
weather_alert,8.85,0.1181,13,1,1,Medium
weather_alert,26.11,0.1003,3,1,1,Medium
passenger_emergency,10.24,0.1283,15,0,0,Low
track_fault,10.63,0.164,9,0,1,Low
track_fault,15.84,0.1543,1,1,0,Low
passenger_emergency,2.12,0.2779,12,0,0,Medium
engine_issue,12.89,0.2688,6,0,1,Medium
engine_issue,1.42,0.547,19,1,0,Critical
track_fault,1.24,0.0247,19,0,0,Low
weather_alert,21.86,0.0321,13,1,0,Low
weather_alert,12.24,0.1477,12,0,0,Low
signal_failure,0.28,0.1483,6,1,0,Low
engine_issue,11.91,0.5846,2,1,1,Critical
passenger_emergency,14.11,0.3133,2,0,1,Medium
track_fault,3.12,0.1958,9,1,1,Medium
track_fault,3.11,0.267,7,0,0,Low
passenger_emergency,1.31,0.4286,19,1,1,Critical
signal_failure,8.31,0.2362,6,0,0,Low
track_fault,14.96,0.4221,5,1,0,High
engine_issue,50.64,0.2237,16,0,0,High
weather_alert,3.89,0.3162,16,0,1,High
signal_failure,14.92,0.3602,8,0,1,High
engine_issue,7.74,0.3124,2,0,0,Low
signal_failure,13.93,0.044,2,0,1,Low
weather_alert,20.26,0.2991,10,0,1,High
weather_alert,7.19,0.1316,17,0,0,Low
engine_issue,1.34,0.1422,8,0,1,Low
track_fault,22.62,0.1876,1,1,1,Medium
signal_failure,11.02,0.2202,8,0,1,Medium
passenger_emergency,34.56,0.3712,1,0,1,High
weather_alert,3.1,0.0889,9,0,0,Low
track_fault,2.11,0.491,10,0,0,High
engine_issue,2.72,0.2774,14,1,1,High
weather_alert,61.07,0.3636,2,0,0,Critical
weather_alert,27.47,0.0757,10,0,1,Medium
engine_issue,4.57,0.0891,4,0,0,Low
track_fault,5.49,0.2552,9,1,0,Medium
weather_alert,14.79,0.7967,19,1,1,Critical
weather_alert,8.42,0.4759,15,0,0,High
engine_issue,4.98,0.6513,17,0,0,Critical
signal_failure,5.88,0.2992,1,0,1,Medium
engine_issue,31.09,0.0472,15,0,0,Low
weather_alert,16.73,0.1512,17,0,1,Medium
passenger_emergency,31.27,0.1544,13,1,1,High
engine_issue,39.76,0.2169,15,0,1,High
track_fault,16.02,0.3727,1,0,1,High
engine_issue,14.82,0.1725,15,0,0,Low
signal_failure,2.39,0.2035,16,0,1,Medium
signal_failure,10.83,0.4899,5,1,0,Critical
weather_alert,5.42,0.4533,9,1,0,High
passenger_emergency,37.22,0.3386,9,1,1,Critical
passenger_emergency,4.91,0.42,2,1,0,High
engine_issue,6.09,0.3006,3,0,0,Low
signal_failure,38.22,0.5617,6,1,1,Critical
passenger_emergency,58.44,0.1956,3,1,1,Critical
engine_issue,14.95,0.3431,10,1,1,Critical
track_fault,12.42,0.3157,2,1,0,Medium
passenger_emergency,5.07,0.2867,1,1,1,Medium
weather_alert,21.99,0.2806,12,0,1,High
weather_alert,10.37,0.4719,5,0,1,High
track_fault,11.42,0.1925,8,0,1,Medium
passenger_emergency,10.05,0.1899,7,0,0,Low
engine_issue,9.65,0.4494,9,1,0,Critical
engine_issue,4.98,0.347,9,0,0,Medium
weather_alert,63.01,0.4152,3,1,1,Critical
weather_alert,19.97,0.1266,1,1,1,Medium
signal_failure,61.05,0.0983,9,1,0,High
track_fault,67.68,0.3677,11,1,1,Critical
track_fault,6.98,0.1433,15,1,1,Medium
passenger_emergency,9.96,0.2686,4,0,0,Low
weather_alert,22.94,0.4724,2,1,1,Critical
track_fault,6.13,0.2742,12,1,0,Medium
weather_alert,38.4,0.1658,18,0,0,High
weather_alert,9.62,0.2723,5,1,1,High
track_fault,6.7,0.5357,2,0,1,Critical
engine_issue,8.07,0.2915,8,0,0,Medium
passenger_emergency,1.17,0.0294,11,0,1,Low
engine_issue,5.45,0.2123,12,1,1,High
signal_failure,60.8,0.2673,3,0,1,Critical
weather_alert,8.03,0.4246,13,1,1,Critical
engine_issue,7.11,0.3253,7,1,1,High
engine_issue,13.51,0.3514,1,0,0,Medium
weather_alert,12.86,0.3158,18,1,0,High
passenger_emergency,1.85,0.1183,11,0,1,Low
track_fault,16.09,0.1168,6,1,0,Low
engine_issue,1.81,0.2401,16,0,1,Medium
signal_failure,3.43,0.0603,16,1,0,Low
weather_alert,0.89,0.3028,4,0,0,Low
engine_issue,23.02,0.1703,19,1,0,High
track_fault,18.9,0.0832,11,1,0,Low
weather_alert,6.52,0.3981,5,1,1,High
engine_issue,16.25,0.1087,9,1,1,Medium
engine_issue,33.42,0.3676,4,1,0,High
engine_issue,2.82,0.56,17,1,0,Critical
track_fault,7.13,0.1394,6,1,1,Medium
signal_failure,1.66,0.1715,9,1,1,Medium
passenger_emergency,0.24,0.1266,2,0,1,Low
signal_failure,2.59,0.427,18,1,0,Critical
track_fault,15.04,0.2933,6,1,0,Medium
weather_alert,11.9,0.1656,13,0,1,Medium
signal_failure,7.88,0.4569,7,1,0,High
weather_alert,13.3,0.2232,11,1,1,High
weather_alert,28.26,0.1263,11,1,1,High
weather_alert,12.56,0.2305,6,1,0,Medium
track_fault,20.83,0.2009,9,0,1,Medium
signal_failure,9.57,0.0671,12,0,1,Low
passenger_emergency,0.68,0.0533,5,0,1,Low
track_fault,7.99,0.0678,3,0,0,Low
passenger_emergency,29.37,0.0832,4,0,1,Low
signal_failure,13.73,0.3154,8,1,0,High
signal_failure,68.33,0.1543,5,1,1,Critical
weather_alert,14.93,0.1466,6,1,0,Low
passenger_emergency,24.57,0.1133,14,1,1,High
passenger_emergency,27.1,0.296,13,1,0,High
weather_alert,11.54,0.3385,18,0,1,High
track_fault,9.7,0.3755,15,0,0,High
passenger_emergency,14.99,0.4305,9,1,1,Critical
weather_alert,26.38,0.5042,18,1,0,Critical
signal_failure,20.87,0.1005,18,1,0,Medium
signal_failure,19.73,0.5331,5,0,0,High
passenger_emergency,2.63,0.1419,4,0,0,Low
track_fault,7.81,0.322,17,1,0,High
weather_alert,18.21,0.2464,17,0,0,Medium
signal_failure,9.79,0.0403,17,1,0,Low
track_fault,37.94,0.5575,9,0,1,Critical
track_fault,0.89,0.5552,17,1,1,Critical
track_fault,5.58,0.2231,15,0,0,Low
weather_alert,0.78,0.657,15,1,0,Critical
passenger_emergency,5.26,0.2602,12,1,1,High
passenger_emergency,0.2,0.3638,6,0,1,Medium
weather_alert,61.51,0.3284,15,0,0,Critical
track_fault,15.01,0.439,17,1,0,Critical
passenger_emergency,13.12,0.4393,17,1,1,Critical
engine_issue,13.53,0.5077,12,1,0,Critical
engine_issue,5.88,0.2038,1,1,1,Medium
weather_alert,2.97,0.2171,15,0,0,Low
weather_alert,16.31,0.768,5,0,1,Critical
passenger_emergency,2.21,0.5314,4,0,0,High
engine_issue,0.8,0.7456,2,0,0,Critical
weather_alert,6.54,0.0428,3,1,1,Low
weather_alert,13.95,0.2437,10,0,1,Medium
track_fault,1.47,0.1994,6,0,1,Low
track_fault,27.63,0.538,8,0,1,Critical
weather_alert,12.43,0.3462,10,0,0,Medium
signal_failure,40.21,0.3226,11,0,0,High
track_fault,0.67,0.2773,8,1,0,Medium
weather_alert,0.23,0.2849,9,0,0,Low
passenger_emergency,4.56,0.1289,17,0,1,Medium
engine_issue,0.5,0.1585,6,0,0,Low
track_fault,24.19,0.2951,1,0,0,Medium
engine_issue,19.75,0.3681,16,0,1,Critical
weather_alert,7.99,0.1998,2,1,1,Medium
engine_issue,3.0,0.6469,15,0,1,Critical
signal_failure,12.08,0.2862,7,0,1,Medium
engine_issue,12.26,0.0536,16,1,1,Medium
engine_issue,24.02,0.4668,4,1,0,Critical
weather_alert,3.14,0.426,4,1,0,High
passenger_emergency,20.61,0.3886,8,0,0,High
passenger_emergency,17.54,0.2717,8,1,0,High
weather_alert,8.55,0.2714,14,1,0,High
track_fault,0.79,0.2047,13,1,0,Medium
engine_issue,1.86,0.5354,19,0,1,Critical
signal_failure,1.68,0.177,13,0,1,Medium
passenger_emergency,11.82,0.3227,4,1,1,High
passenger_emergency,28.89,0.3407,2,0,1,High
passenger_emergency,16.28,0.2699,6,1,0,Medium
track_fault,4.07,0.3317,19,0,1,High
track_fault,14.26,0.5412,15,1,1,Critical
passenger_emergency,17.19,0.1314,15,0,1,Medium
engine_issue,60.66,0.1703,6,1,0,High
weather_alert,0.79,0.2307,9,0,1,Medium
engine_issue,12.43,0.0562,14,0,0,Low
engine_issue,33.29,0.2997,18,0,0,High
weather_alert,0.84,0.2782,12,0,1,Medium
passenger_emergency,4.4,0.441,1,1,1,High
track_fault,14.45,0.4871,17,1,1,Critical
passenger_emergency,7.6,0.1833,18,1,1,High
track_fault,10.61,0.2043,1,1,0,Low
engine_issue,10.28,0.2688,8,1,0,Medium
passenger_emergency,17.08,0.4886,19,1,1,Critical
passenger_emergency,6.48,0.1307,19,0,1,Medium
passenger_emergency,18.32,0.2979,19,0,0,High
track_fault,22.68,0.0725,19,0,1,Medium
passenger_emergency,13.6,0.0574,1,1,1,Low
passenger_emergency,5.43,0.0823,3,0,0,Low
passenger_emergency,32.37,0.3041,10,0,1,High
signal_failure,0.5,0.1436,12,1,1,Medium
weather_alert,10.26,0.1234,8,1,1,Medium
passenger_emergency,20.81,0.1485,6,0,0,Low
weather_alert,7.13,0.3278,5,1,1,High
track_fault,6.0,0.4472,12,1,0,Critical
weather_alert,1.93,0.328,19,0,1,High
signal_failure,8.75,0.1338,16,0,1,Medium
engine_issue,40.16,0.0552,4,1,1,Medium
weather_alert,0.48,0.0134,3,1,1,Low
engine_issue,0.89,0.3742,6,0,1,High
weather_alert,34.46,0.1238,14,1,0,Medium
track_fault,76.35,0.4423,1,1,0,Critical
weather_alert,14.32,0.606,14,1,1,Critical
weather_alert,74.55,0.5304,12,1,1,Critical
weather_alert,11.79,0.1944,13,0,1,Medium
track_fault,12.19,0.4713,17,0,1,Critical
track_fault,19.41,0.2117,12,1,0,Medium
track_fault,56.41,0.0942,12,0,1,High
engine_issue,5.11,0.4919,10,1,1,Critical
engine_issue,11.5,0.476,13,1,1,Critical
track_fault,40.6,0.1558,8,0,0,Medium
engine_issue,37.99,0.2842,2,1,0,High
track_fault,33.74,0.189,1,1,0,Medium
track_fault,18.02,0.4829,14,0,0,Critical
weather_alert,18.07,0.1851,13,1,0,Medium
passenger_emergency,11.85,0.5044,8,0,0,High
track_fault,1.14,0.448,15,1,1,Critical
passenger_emergency,6.61,0.3164,10,0,1,High
engine_issue,20.83,0.3938,5,0,0,High
signal_failure,7.03,0.0657,12,1,1,Medium
track_fault,5.08,0.1966,8,1,1,Medium
signal_failure,0.33,0.3728,19,0,1,High
signal_failure,24.76,0.4729,14,1,1,Critical
track_fault,11.66,0.5219,15,1,0,Critical
engine_issue,7.27,0.0528,14,0,0,Low
weather_alert,16.54,0.2185,13,1,1,High
signal_failure,2.65,0.1029,15,1,1,Medium
passenger_emergency,31.48,0.0632,9,1,0,Medium
track_fault,12.57,0.2893,16,0,1,High
signal_failure,30.15,0.1276,1,1,0,Low
weather_alert,0.37,0.2988,13,0,1,Medium
weather_alert,2.81,0.2005,11,0,1,Medium
weather_alert,1.69,0.3467,1,0,1,Medium
signal_failure,3.92,0.4103,13,1,1,Critical
signal_failure,18.51,0.2327,1,0,0,Low
track_fault,1.86,0.135,14,1,1,Medium
engine_issue,46.31,0.3797,10,0,0,Critical
passenger_emergency,14.54,0.0695,12,1,1,Medium
track_fault,23.15,0.1188,12,0,1,Medium
signal_failure,47.06,0.1932,6,1,0,High
passenger_emergency,6.5,0.0654,12,0,1,Low
signal_failure,18.29,0.0543,5,0,0,Low
signal_failure,1.19,0.3458,15,0,0,Medium
engine_issue,0.84,0.4293,2,1,1,High
engine_issue,10.03,0.2977,3,0,1,Medium
weather_alert,15.75,0.0711,14,0,0,Low
passenger_emergency,18.58,0.1472,2,1,0,Low
passenger_emergency,29.78,0.3747,19,1,1,Critical
track_fault,25.16,0.3254,1,0,1,High
passenger_emergency,13.16,0.4755,10,0,0,High
weather_alert,9.65,0.4933,19,1,1,Critical
signal_failure,7.32,0.6248,13,0,0,Critical
passenger_emergency,0.09,0.1724,13,0,1,Low
signal_failure,17.22,0.2773,14,1,1,Critical
engine_issue,28.97,0.1415,14,0,1,Medium
weather_alert,22.21,0.1697,4,1,1,Medium
track_fault,6.36,0.2621,6,0,0,Low
track_fault,9.51,0.1959,4,1,0,Low
engine_issue,7.06,0.1406,5,1,0,Low
passenger_emergency,8.91,0.341,4,0,0,Medium
track_fault,11.92,0.1321,13,1,0,Medium
weather_alert,1.44,0.382,18,0,0,High
engine_issue,4.19,0.3787,11,0,0,Medium
signal_failure,1.76,0.2882,1,0,0,Low
weather_alert,0.15,0.2246,14,0,0,Low
passenger_emergency,5.52,0.091,11,1,1,Medium
engine_issue,8.24,0.253,15,1,1,High
signal_failure,7.55,0.3392,8,0,0,Medium
signal_failure,0.54,0.1367,9,0,1,Low
engine_issue,25.73,0.3632,13,0,0,High
engine_issue,2.48,0.5043,14,1,0,Critical
engine_issue,13.76,0.4275,5,0,1,High
track_fault,14.54,0.7205,12,0,1,Critical
engine_issue,1.86,0.2335,19,1,1,High
track_fault,0.5,0.3053,2,1,0,Medium
weather_alert,0.39,0.2366,7,1,0,Medium
weather_alert,4.93,0.1081,11,0,1,Low
weather_alert,13.0,0.1972,18,0,1,High
signal_failure,2.16,0.0384,19,1,0,Low
passenger_emergency,1.09,0.4463,12,1,0,High
signal_failure,13.41,0.1861,11,1,1,High
passenger_emergency,2.34,0.3053,8,0,0,Low
signal_failure,24.89,0.1339,9,1,1,High
engine_issue,10.12,0.299,14,0,1,High
signal_failure,13.25,0.2694,11,0,0,Medium
signal_failure,31.27,0.3394,11,0,0,High
weather_alert,2.66,0.1234,17,0,1,Low
weather_alert,12.26,0.0842,3,1,1,Low
signal_failure,6.33,0.4026,19,0,1,Critical
passenger_emergency,2.12,0.1085,14,0,1,Low
track_fault,13.52,0.3075,12,0,0,Medium
track_fault,0.53,0.4461,12,0,1,High
track_fault,28.07,0.4883,11,0,0,Critical
engine_issue,17.2,0.3011,11,1,0,High
signal_failure,59.17,0.1623,7,0,1,High
engine_issue,9.25,0.4779,15,1,0,Critical
track_fault,37.79,0.206,5,1,1,High
signal_failure,3.03,0.0125,13,1,1,Low
track_fault,11.31,0.3346,11,1,1,Critical
weather_alert,11.26,0.3437,7,1,1,High
weather_alert,17.41,0.5183,16,1,1,Critical
track_fault,43.63,0.1202,7,1,1,High
track_fault,23.76,0.2624,13,1,1,Critical
weather_alert,1.16,0.587,5,0,0,High
weather_alert,12.55,0.083,4,1,0,Low
passenger_emergency,5.77,0.2005,11,1,1,High
passenger_emergency,2.04,0.3606,19,0,1,High
passenger_emergency,9.8,0.4572,6,0,0,High
passenger_emergency,7.66,0.28,3,1,0,Medium
engine_issue,0.52,0.2997,3,0,0,Low
